semester_raw,anon_student_id,midterm,score_group,active_days,last3_share,last7_share,concentration_hhi
F23,46,mid1,Q1 lowest,18,0.276171875,0.34687500000000004,0.11830566406250001
F23,46,mid2,Q4 highest,16,0.1652892561983471,0.3801652892561983,0.12283996994740796
F23,48,mid1,Q4 highest,19,0.2690483717989251,0.4166930129623775,0.0936211245082122
F23,48,mid2,Q4 highest,9,0.3904080774084981,0.4181741691207404,0.16844907434856796
F23,51,mid1,Q1 lowest,20,0.15022590361445784,0.23230421686746988,0.07322872060531282
F23,51,mid2,Q4 highest,18,0.10798750557786702,0.2605979473449353,0.10532864762635251
F23,52,mid1,Q4 highest,19,0.3447287163652404,0.3506837229819144,0.11575754934194205
F23,52,mid2,Q1 lowest,13,0.06490299823633157,0.16261022927689595,0.1232421638065377
F23,54,mid1,Q1 lowest,19,0.21460775473399457,0.2813345356176735,0.10139219431256628
F23,54,mid2,Q1 lowest,18,0.29421326397919373,0.4496098829648894,0.15518968109158363
F23,57,mid1,Q4 highest,21,0.30588488898469496,0.4850183229144212,0.0680415036560096
F23,58,mid1,Q4 highest,18,0.3598947116535056,0.48600143575017946,0.10178348756739634
F23,58,mid2,Q4 highest,24,0.20434932688988608,0.5077666551605109,0.08516815212051462
F23,59,mid1,Q4 highest,18,0.33304976605699704,0.37622288387920033,0.1059764245953784
F23,59,mid2,Q4 highest,13,0.3654141104294478,0.5007668711656441,0.12073045654710378
F23,60,mid2,Q4 highest,15,0.17673716012084592,0.4219536757301108,0.12179402342074279
F23,61,mid2,Q1 lowest,19,0.2880098887515451,0.41192830655129786,0.10763452262174149
F23,62,mid1,Q4 highest,11,0.0062678062678062675,0.1492877492877493,0.196075356531197
F23,62,mid2,Q4 highest,8,0.15890688259109312,0.6538461538461539,0.30832950876100246
F23,63,mid1,Q4 highest,18,0.3165033911077619,0.4054257724189902,0.09379509338536647
F23,63,mid2,Q4 highest,16,0.12479474548440064,0.3936781609195402,0.08558911079294976
F23,64,mid2,Q1 lowest,18,0.19496221662468513,0.3239294710327456,0.10246496075731715
F23,66,mid1,Q4 highest,17,0.24681238615664847,0.4395871281117183,0.09579025211521452
F23,66,mid2,Q4 highest,12,0.10744580584354382,0.12158341187558906,0.11216189446585788
F23,68,mid2,Q1 lowest,13,0.2143864598025388,0.36483309826046073,0.1724908816702618
F23,69,mid2,Q4 highest,18,0.11182294700058241,0.34362259755387303,0.13179690301072997
F23,70,mid1,Q1 lowest,17,0.5814102564102565,0.5891025641025641,0.23482129812258018
F23,70,mid2,Q1 lowest,11,0.33484162895927605,0.33484162895927605,0.17973900315434216
F23,72,mid2,Q1 lowest,6,0.10185185185185185,0.74,0.44199890260631
F23,73,mid1,Q1 lowest,10,0.16568047337278108,0.32938856015779094,0.17323588541916568
F23,74,mid1,Q1 lowest,22,0.16049959145558537,0.31679701178942454,0.08813483441290001
F23,74,mid2,Q1 lowest,13,0.3024779848453819,0.42330534507474915,0.16735485016601245
F23,75,mid1,Q1 lowest,11,0.1338954468802698,0.24283305227655985,0.14905237893467638
F23,75,mid2,Q1 lowest,14,0.2522704339051463,0.3683148335015136,0.13618010010262788
F23,76,mid1,Q1 lowest,13,0.111729356777209,0.2951257511684843,0.146854896919307
F23,76,mid2,Q1 lowest,9,0.09696969696969697,0.3393939393939394,0.1844077134986226
F23,77,mid1,Q1 lowest,15,0.1704059829059829,0.17147435897435898,0.1027330338227774
F23,77,mid2,Q1 lowest,10,0.12137592137592138,0.22063882063882062,0.18909598005421102
F23,80,mid1,Q1 lowest,10,0.31655524970507276,0.41289815178922534,0.13231374352486042
F23,81,mid2,Q1 lowest,2,0.6680327868852459,1.0,0.556470034936845
F23,82,mid1,Q4 highest,10,0.24559777571825764,0.25023169601482853,0.15314440910430058
F23,82,mid2,Q4 highest,15,0.36731107205623903,0.6212653778558875,0.23799963553361891
F23,83,mid2,Q1 lowest,5,0.01225114854517611,0.03215926493108729,0.678407350689127
F23,84,mid1,Q1 lowest,12,0.3333333333333333,0.46247086247086244,0.16736379393722048
F23,86,mid1,Q4 highest,20,0.21700069108500347,0.38078783690393925,0.09089319990505343
F23,88,mid2,Q1 lowest,7,0.014979029358897543,0.3996405032953865,0.20164807017329722
F23,89,mid1,Q1 lowest,9,0.3068932955618508,0.3068932955618508,0.19331312790854235
F23,90,mid1,Q1 lowest,9,0.30193236714975846,0.41207729468599036,0.17684893463091322
F23,92,mid2,Q4 highest,13,0.31024318349299923,0.6529108327192336,0.2091358489971756
F23,93,mid2,Q1 lowest,9,0.5420528664606934,0.6155166495022313,0.20744478066232214
F23,95,mid1,Q4 highest,17,0.1362530413625304,0.4592457420924574,0.1559937781566531
F23,95,mid2,Q4 highest,8,0.517428350116189,0.6460108443067389,0.19221014699273586
F23,96,mid1,Q1 lowest,13,0.548918918918919,0.6535135135135135,0.14983272461650837
F23,96,mid2,Q1 lowest,16,0.30695142378559465,0.4250418760469012,0.12410566231492469
F23,98,mid1,Q1 lowest,6,0.12255892255892256,0.24242424242424243,0.19027944994274962
F23,98,mid2,Q1 lowest,7,0.1291390728476821,0.5225165562913907,0.25696943116529974
F23,100,mid1,Q1 lowest,16,0.16203104786545924,0.2561448900388098,0.18838541727681835
F23,100,mid2,Q1 lowest,12,0.2764127764127764,0.4643734643734644,0.14641350083610527
F23,101,mid1,Q1 lowest,10,0.07894736842105263,0.3014354066985646,0.14744651246791765
F23,104,mid1,Q1 lowest,8,0.5296590378327883,0.6352171882297991,0.20355349538960543
F23,104,mid2,Q1 lowest,4,0.0,0.25533980582524274,0.45664435856348384
F23,105,mid1,Q1 lowest,10,0.1343784994400896,0.3475177304964539,0.1444237255994497
F23,105,mid2,Q1 lowest,9,0.1780330222541278,0.32160804020100503,0.1819027451893866
F23,106,mid1,Q4 highest,11,0.05172413793103448,0.24876847290640394,0.14293263877092652
F23,106,mid2,Q4 highest,17,0.30647130647130644,0.37179487179487175,0.17600307710197818
F23,107,mid2,Q1 lowest,8,0.4250304754164974,0.646485168630638,0.21673052896208897
F23,108,mid1,Q1 lowest,9,0.12187195320116997,0.2268443288917777,0.21495630142558103
F23,108,mid2,Q1 lowest,6,0.3079497907949791,0.5338912133891214,0.29528124507624165
F23,110,mid1,Q1 lowest,5,0.06010518407212622,0.6018031555221638,0.449133278504099
F23,110,mid2,Q1 lowest,2,0.0,0.0,0.5013850415512464
F23,111,mid1,Q1 lowest,21,0.10217344981887919,0.43234604730449605,0.1864950764041943
F23,112,mid1,Q4 highest,13,0.38027397260273976,0.5183561643835617,0.12739320698067177
F23,112,mid2,Q4 highest,8,0.1423927178153446,0.6235370611183355,0.1946636656796779
F23,113,mid1,Q1 lowest,11,0.2294010889292196,0.2294010889292196,0.17529019996640327
F23,113,mid2,Q1 lowest,6,0.0,0.43259557344064387,0.2708605759304317
F23,114,mid1,Q4 highest,21,0.4049159120310479,0.475636050021561,0.13731867221321292
F23,115,mid2,Q1 lowest,9,0.24550898203592816,0.4281437125748503,0.18534388309209926
F23,116,mid1,Q4 highest,22,0.15162980209545984,0.4438300349243306,0.09194978594109349
F23,116,mid2,Q4 highest,14,0.1569832402234637,0.5195530726256983,0.1793402203426859
F23,118,mid2,Q1 lowest,14,0.5029711375212224,0.6196943972835314,0.18888089795659532
F23,121,mid2,Q4 highest,10,0.10206185567010309,0.21804123711340206,0.16899989371877988
F23,122,mid1,Q4 highest,17,0.17458100558659218,0.1843575418994413,0.1031110530258107
F23,122,mid2,Q4 highest,14,0.26057529610829105,0.3886068809926678,0.17490247425743488
F23,124,mid1,Q1 lowest,16,0.21712662337662336,0.5280032467532467,0.13582207159723392
F23,126,mid2,Q1 lowest,9,0.07782672540381791,0.1776798825256975,0.1652534626911515
F23,127,mid1,Q1 lowest,14,0.3215424760800232,0.49840533487967525,0.10314510380770169
F23,128,mid1,Q1 lowest,7,0.17651195499296765,0.17651195499296765,0.18977055354772604
F23,128,mid2,Q1 lowest,5,0.10606060606060606,0.61489898989899,0.3906265942250791
F23,129,mid1,Q1 lowest,8,0.05019815059445178,0.14663143989431968,0.2728649731523831
F23,129,mid2,Q1 lowest,2,0.0,0.0,0.6958749547124892
F23,131,mid2,Q4 highest,8,0.1787878787878788,0.1787878787878788,0.20329354147535966
F23,132,mid1,Q1 lowest,12,0.49724409448818896,0.6488188976377953,0.13899094798189598
F23,132,mid2,Q1 lowest,6,0.13947990543735225,0.6926713947990544,0.3577340732916409
F23,134,mid1,Q1 lowest,13,0.30301339285714285,0.5368303571428571,0.12370829679528061
F23,135,mid1,Q1 lowest,15,0.39740698985343853,0.47294250281848926,0.16227712468476913
F23,135,mid2,Q1 lowest,15,0.28937839468919735,0.40585395292697646,0.1477368374471755
F23,136,mid1,Q4 highest,11,0.0975896531452087,0.2616108171663727,0.11512023393922931
F23,137,mid1,Q1 lowest,15,0.18927613941018767,0.21662198391420912,0.13450739960755848
F23,137,mid2,Q1 lowest,9,0.18493150684931509,0.45547945205479456,0.18939085923979904
F23,138,mid2,Q1 lowest,11,0.23365172667156503,0.29390154298310067,0.12294899210234078
F23,140,mid1,Q1 lowest,12,0.15304798962386512,0.44314742758322523,0.12237098943937805
F23,140,mid2,Q1 lowest,7,0.4705573080967403,0.6019978969505784,0.20061510325618834
F23,141,mid1,Q1 lowest,10,0.33070244672454613,0.46645619573796365,0.17293147838177422
F23,141,mid2,Q1 lowest,5,0.0,0.12751677852348994,0.39885590739155896
F23,142,mid2,Q1 lowest,9,0.11043990086741017,0.5096034696406444,0.28905845728745844
F23,143,mid1,Q1 lowest,15,0.2685624012638231,0.3630858346498157,0.09343017763014318
F23,145,mid1,Q1 lowest,10,0.08691631992602866,0.2561257512713824,0.16593300216369578
F23,145,mid2,Q1 lowest,7,0.11032388663967611,0.3441295546558705,0.21245994443442773
F23,146,mid2,Q4 highest,13,0.24137931034482757,0.34420062695924764,0.11460854354811764
F23,147,mid1,Q4 highest,5,0.04864091559370529,0.20028612303290413,0.5330586715950234
F23,152,mid1,Q1 lowest,8,0.1786339754816112,0.5761821366024518,0.24994368465588343
F23,152,mid2,Q1 lowest,10,0.5690586419753086,0.5690586419753086,0.24335889870065538
F24,1,mid1,Q4 highest,2,0.6540084388185654,0.6540084388185654,0.5474371984546637
F24,3,mid1,Q4 highest,16,0.08654453569172457,0.1572962728995578,0.206432328008144
F24,4,mid2,Q4 highest,16,0.16876310272536688,0.370020964360587,0.08794825177352239
F24,6,mid1,Q1 lowest,23,0.068215892053973,0.3003498250874562,0.06671164667541292
F24,6,mid2,Q4 highest,19,0.09799147900182592,0.2638466220328667,0.1015672087155564
F24,7,mid1,Q4 highest,15,0.14934441957147426,0.36008954269267673,0.09083752116585904
F24,8,mid2,Q4 highest,13,0.15192672141503474,0.29911560328490205,0.14083065929895539
F24,9,mid1,Q4 highest,16,0.06551326412918108,0.23344867358708188,0.10725313261202438
F24,9,mid2,Q4 highest,15,0.09922928709055877,0.11801541425818883,0.12144343464718353
F24,10,mid2,Q4 highest,12,0.12158808933002481,0.41780397022332505,0.12138874692904951
F24,11,mid1,Q1 lowest,7,0.0,0.1398176291793313,0.17048633245360917
F24,12,mid2,Q4 highest,17,0.2798937112488928,0.47962798937112483,0.11646534200610209
F24,13,mid2,Q1 lowest,16,0.2102661596958175,0.47718631178707227,0.11222281657968165
F24,14,mid2,Q4 highest,11,0.13757434703904833,0.1973105766744246,0.14081508582932278
F24,16,mid1,Q4 highest,20,0.22004953721809412,0.4030765219658454,0.07987960962908844
F24,16,mid2,Q4 highest,17,0.11206581352833637,0.1952468007312614,0.12761614790998935
F24,17,mid1,Q4 highest,24,0.06818181818181818,0.300767414403778,0.07228373215278872
F24,17,mid2,Q4 highest,13,0.020765472312703582,0.16734527687296416,0.11053466084520791
F24,18,mid1,Q4 highest,21,0.049503254539225765,0.2262761219595752,0.07252415656668618
F24,19,mid1,Q4 highest,18,0.22134467395706764,0.350546780072904,0.10100835618863047
F24,19,mid2,Q4 highest,12,0.24622871046228711,0.37445255474452555,0.13330112893009158
F24,21,mid1,Q4 highest,21,0.3074400138097704,0.46366304160193333,0.07658608911169748
F24,23,mid2,Q4 highest,7,0.623199393479909,0.7566338134950721,0.2623147662236365
F24,24,mid2,Q1 lowest,16,0.15800203873598367,0.29493713897383617,0.09939755801963435
F24,25,mid2,Q1 lowest,15,0.17598217901984609,0.32725799918995546,0.10193298480748154
F24,27,mid1,Q4 highest,22,0.3128774595752971,0.4324956165984804,0.09490543933473637
F24,27,mid2,Q4 highest,13,0.14429530201342283,0.29488255033557054,0.11022518692851674
F24,29,mid2,Q4 highest,16,0.04158493526873284,0.08826990976853669,0.1123506152690899
F24,30,mid1,Q1 lowest,12,0.28039793662490786,0.4159911569638909,0.15924741874469509
F24,30,mid2,Q1 lowest,6,0.0,0.01021566401816118,0.3136424015120574
F24,32,mid1,Q1 lowest,14,0.05800169348010161,0.18035563082133785,0.12959424589589186
F24,33,mid1,Q4 highest,24,0.11244619799139167,0.37392395982783355,0.08705652581570124
F24,33,mid2,Q4 highest,16,0.09887522887784463,0.37012817159298983,0.11031219345113613
F24,38,mid1,Q4 highest,17,0.10662251655629139,0.28410596026490065,0.10549888162799877
F24,40,mid1,Q4 highest,23,0.1858718610654776,0.4010795587890167,0.058382239245927045
F24,40,mid2,Q4 highest,16,0.03572757722366952,0.13248976553777447,0.18940095172153784
F24,41,mid2,Q4 highest,17,0.08139534883720931,0.19226608977825851,0.12864144476382217
F24,43,mid1,Q4 highest,21,0.4388453195394627,0.5329551143000167,0.12587985387813674
F24,44,mid2,Q4 highest,20,0.20513560300057707,0.4096941719561455,0.08157356817808743
F24,45,mid1,Q1 lowest,22,0.1875,0.3521440129449838,0.07438783632345701
F24,45,mid2,Q4 highest,16,0.10482297184276554,0.11625313632562029,0.13718303613030017
F24,49,mid1,Q1 lowest,12,0.16056670602125148,0.2535419126328217,0.1422473094148526
F24,49,mid2,Q1 lowest,5,0.37724550898203596,0.6450734893848666,0.22835419871396911
F24,51,mid1,Q4 highest,21,0.2473351099267155,0.36442371752165226,0.0857610027691954
F24,52,mid1,Q1 lowest,11,0.2174982431482783,0.3836964160224877,0.13321825110905122
F24,52,mid2,Q1 lowest,11,0.10478723404255319,0.2377659574468085,0.1754940018107741
F24,54,mid2,Q1 lowest,2,0.0,0.0,0.6257949105568152
F24,55,mid1,Q4 highest,21,0.2863413374644978,0.517428350116189,0.07735126811242757
F24,56,mid1,Q4 highest,17,0.1536919478783829,0.3264283327764784,0.08345890941208292
F24,56,mid2,Q4 highest,14,0.14886039886039887,0.27386039886039887,0.10125907054325857
F24,57,mid1,Q1 lowest,19,0.08617193836171938,0.3471208434712084,0.08971131475660221
F24,57,mid2,Q1 lowest,14,0.16417189763399326,0.4476098503138581,0.10975204014137427
F24,58,mid1,Q1 lowest,16,0.038434163701067614,0.13594306049822064,0.19256468383125847
F24,59,mid1,Q4 highest,19,0.2081759608975783,0.22883803599200178,0.11086277156509346
F24,60,mid1,Q1 lowest,16,0.04996096799375488,0.23419203747072603,0.1022331155679846
F24,61,mid2,Q4 highest,14,0.37371601208459215,0.47401812688821754,0.14390047553417734
F24,63,mid2,Q1 lowest,17,0.2854319593450028,0.48560135516657255,0.09858929276845954
F24,65,mid1,Q4 highest,19,0.1924260355029586,0.3659171597633136,0.10319890760127448
F24,65,mid2,Q1 lowest,12,0.16568047337278108,0.41301775147929,0.1232484856972795
F24,66,mid2,Q1 lowest,17,0.189718482252142,0.4806201550387597,0.0975233715878131
F24,67,mid1,Q1 lowest,17,0.04757630161579892,0.09186116098144823,0.11796044825643631
F24,67,mid2,Q1 lowest,13,0.10329444063143445,0.33287577213452296,0.12509910031283433
F24,68,mid1,Q4 highest,18,0.4117799688635184,0.5119356512714064,0.12422478589966038
F24,69,mid2,Q4 highest,12,0.10604490500863559,0.2338514680483592,0.11729889840443145
F24,70,mid1,Q4 highest,18,0.13658940397350994,0.3192604856512141,0.08975666271947136
F24,70,mid2,Q4 highest,10,0.417447018235584,0.5943814687037949,0.1938445035890383
F24,73,mid1,Q4 highest,21,0.08066211245401997,0.30635838150289013,0.07215754972719182
F24,73,mid2,Q1 lowest,12,0.2326129666011788,0.45265225933202363,0.11547539186586434
F24,74,mid1,Q1 lowest,23,0.11093937832732269,0.2691052721964623,0.08274367467871034
F24,74,mid2,Q4 highest,18,0.38151086581579857,0.40151776474646433,0.12900203124603993
F24,75,mid1,Q1 lowest,18,0.08807658833768495,0.47119234116623154,0.10317577399199063
F24,75,mid2,Q1 lowest,12,0.16455696202531644,0.29646902065289804,0.11520301145006148
F24,76,mid1,Q4 highest,22,0.30849220103986136,0.3873483535528597,0.11245199802360262
F24,78,mid1,Q1 lowest,22,0.08218451749734888,0.20890774125132555,0.075196161155212
F24,79,mid1,Q1 lowest,19,0.09100418410041841,0.27573221757322175,0.0886646767388526
F24,79,mid2,Q1 lowest,13,0.05786163522012579,0.4373165618448637,0.12088639250381271
F24,80,mid1,Q4 highest,21,0.17841287458379576,0.29189789123196447,0.07574947554881059
F24,80,mid2,Q4 highest,10,0.09123222748815166,0.21721958925750395,0.1617276740813948
F24,81,mid2,Q4 highest,16,0.08459968246767974,0.31322295305057835,0.11214360243056315
F24,82,mid1,Q1 lowest,8,0.0,0.08440090429540316,0.17063777131275593
F24,82,mid2,Q1 lowest,6,0.19708029197080293,0.3474452554744526,0.2673323032660238
F24,83,mid2,Q4 highest,11,0.030254777070063694,0.1464968152866242,0.14983704545147197
F24,84,mid2,Q1 lowest,13,0.6021546748749519,0.7549057329742208,0.18196968348882517
F24,85,mid1,Q1 lowest,8,0.0,0.0,0.22325590618046448
F24,86,mid1,Q1 lowest,15,0.03151199768719283,0.1344319167389419,0.12428538629655067
F24,86,mid2,Q1 lowest,7,0.06047197640117994,0.21165191740412978,0.1773971358585463
F24,87,mid1,Q1 lowest,8,0.44632086851628466,0.44632086851628466,0.2376386158567373
F24,87,mid2,Q1 lowest,9,0.2616740088105727,0.5013215859030837,0.1763674823885579
F24,89,mid1,Q1 lowest,10,0.07047872340425532,0.07047872340425532,0.13641832968663548
F24,89,mid2,Q1 lowest,11,0.37311767986614613,0.5108756274400447,0.16038171621746464
F24,91,mid1,Q4 highest,9,0.10479041916167664,0.38822355289421157,0.19965259102553373
F24,92,mid1,Q1 lowest,5,0.0,0.32831608654750705,0.29897722857883713
F24,93,mid1,Q1 lowest,11,0.0,0.16504281074697372,0.17016965735624556
F24,93,mid2,Q1 lowest,10,0.15275177836016474,0.23474354174466494,0.16709654187460166
F24,96,mid1,Q4 highest,13,0.15471698113207547,0.44150943396226416,0.15288002847988608
F24,97,mid1,Q1 lowest,14,0.21517412935323382,0.21517412935323382,0.12406664851530075
F24,97,mid2,Q1 lowest,11,0.08789625360230548,0.2824207492795389,0.30955742510941875
F24,98,mid1,Q1 lowest,10,0.24892561983471073,0.46082644628099173,0.1623627894269517
F24,98,mid2,Q1 lowest,11,0.04695259593679458,0.14221218961625282,0.1903587788982364
F24,99,mid1,Q1 lowest,13,0.31377807576265504,0.42474019443513245,0.10926156702709923
F24,100,mid1,Q1 lowest,17,0.030944625407166124,0.14250814332247558,0.1169176861292958
F24,102,mid1,Q4 highest,17,0.14322916666666669,0.2765625,0.11697808159722223
F24,103,mid1,Q1 lowest,15,0.15694330320460148,0.4494658997534922,0.15196318384648053
F24,104,mid2,Q1 lowest,9,0.2111913357400722,0.3109205776173285,0.17077677605598926
F24,105,mid1,Q1 lowest,19,0.04006677796327212,0.22954924874791321,0.10940604959294986
F24,105,mid2,Q1 lowest,14,0.2318840579710145,0.31822386679000925,0.14695823895086918
F24,106,mid1,Q1 lowest,7,0.02716390423572744,0.02716390423572744,0.1960715484875309
F24,106,mid2,Q1 lowest,7,0.24027916251246262,0.47058823529411764,0.17968725925911203
F24,107,mid2,Q1 lowest,6,0.09625275532696546,0.31227038941954444,0.2723906925419514
F24,108,mid1,Q1 lowest,19,0.19536213468869124,0.3440279542566709,0.09150764729910602
F24,108,mid2,Q1 lowest,21,0.2932692307692308,0.36899038461538464,0.09489973621255546
F24,109,mid1,Q1 lowest,11,0.27054980947196516,0.3987479586281981,0.14728058605410052
F24,110,mid2,Q1 lowest,9,0.22718293164757014,0.3235875148162782,0.1544678464324088
F24,111,mid1,Q1 lowest,24,0.14724974376494704,0.5857533310556884,0.1650446130876963
F24,111,mid2,Q1 lowest,12,0.3661308203991131,0.6513303769401331,0.10851363193887938
F24,114,mid1,Q1 lowest,14,0.1673913043478261,0.3807453416149068,0.13128872342888007
F24,114,mid2,Q1 lowest,15,0.17487091222030982,0.18623063683304647,0.16279878303477002
F24,116,mid1,Q1 lowest,15,0.04081632653061224,0.265740338688667,0.13444507522801066
F24,116,mid2,Q1 lowest,15,0.22478120681713495,0.38645785352372175,0.11481886879962216
F24,117,mid1,Q4 highest,20,0.25245499181669395,0.38175122749590834,0.12424729656247574
F24,117,mid2,Q4 highest,10,0.10805084745762712,0.3495762711864407,0.13826396868715887
F24,118,mid1,Q1 lowest,16,0.6250237687773341,0.6250237687773341,0.18685229290827907
F24,119,mid1,Q1 lowest,11,0.2263088137839629,0.3820410868124586,0.15035631143556155
F24,119,mid2,Q1 lowest,10,0.09264184397163121,0.2925531914893617,0.17648445752225744
F24,120,mid2,Q4 highest,6,0.38146551724137934,0.5969827586206897,0.24614484244946494
F24,122,mid1,Q4 highest,12,0.21309823677581863,0.3370277078085642,0.1391395161443826
F24,122,mid2,Q4 highest,8,0.15151515151515152,0.5885167464114832,0.293611003004103
F24,123,mid1,Q1 lowest,17,0.2009132420091324,0.3458904109589041,0.10226114707783407
F24,123,mid2,Q1 lowest,11,0.22524752475247523,0.36287128712871286,0.1512459562787962
F24,125,mid1,Q4 highest,12,0.3163716814159292,0.47787610619469023,0.13764904260317956
F24,126,mid1,Q1 lowest,13,0.014878621769772905,0.3598277212216131,0.11878644459011892
F24,126,mid2,Q1 lowest,9,0.22207176709546378,0.3493568043331077,0.19868862618832936
F24,127,mid1,Q4 highest,7,0.09535452322738386,0.21271393643031783,0.16474300727518365
F24,128,mid2,Q1 lowest,12,0.16384647131654972,0.26784977300866697,0.18460741051373641
F24,131,mid1,Q1 lowest,12,0.19295058139534885,0.25908430232558144,0.13198725451257437
F24,132,mid1,Q4 highest,11,0.40703517587939697,0.48827470686767166,0.15494067209301673
F24,132,mid2,Q4 highest,10,0.12421580928481807,0.24466750313676286,0.18425746486589453
F24,133,mid1,Q1 lowest,14,0.3114754098360656,0.4265938069216758,0.15063241329657168
F24,133,mid2,Q1 lowest,18,0.33633440514469454,0.4842443729903537,0.13900125102097785
F24,135,mid1,Q4 highest,12,0.08159300631374454,0.5254978144730452,0.15345015109160767
F24,135,mid2,Q4 highest,11,0.454136690647482,0.6357913669064749,0.2112791780963718
F24,137,mid1,Q1 lowest,17,0.39305485656769,0.5460493205837946,0.13105024126373516
F24,137,mid2,Q1 lowest,13,0.26483790523690776,0.3336658354114713,0.14961872127660897
F24,139,mid1,Q1 lowest,9,0.01849217638691323,0.11664295874822192,0.20507315730794057
F24,140,mid1,Q4 highest,18,0.3473938742611499,0.4637291778613649,0.10457101724038863
F24,140,mid2,Q4 highest,11,0.1563998524529694,0.4367392106233862,0.15876939463129636
F24,142,mid1,Q1 lowest,9,0.2972972972972973,0.6672297297297298,0.23674328889700516
F24,142,mid2,Q1 lowest,8,0.07124352331606218,0.3069948186528497,0.19924360385513706
F24,143,mid1,Q4 highest,9,0.1111111111111111,0.25857338820301784,0.12398083700730655
F24,143,mid2,Q4 highest,9,0.29395604395604397,0.4684065934065934,0.15528676337398867
F24,144,mid2,Q4 highest,11,0.046709129511677286,0.0865180467091295,0.2276298114415279
F24,149,mid1,Q4 highest,8,0.38072669826224326,0.38072669826224326,0.16824644549763035
F24,150,mid1,Q4 highest,11,0.037376826367652057,0.145769622833843,0.1358331806417296
F24,150,mid2,Q4 highest,7,0.10172413793103448,0.32068965517241377,0.22207788347205704
F24,151,mid1,Q4 highest,7,0.2413134784268805,0.3669339442535319,0.23257028082589112
F24,151,mid2,Q4 highest,15,0.07184579439252337,0.2926401869158879,0.17803479015634555
F25,1,mid1,Q1 lowest,13,0.02792976205624125,0.18233871993892353,0.15456323089541604
F25,1,mid2,Q1 lowest,8,0.025615268709191362,0.06454043194374687,0.4636536185814569
F25,2,mid1,Q4 highest,21,0.1681491681863858,0.17094048903941347,0.0913665625817875
F25,2,mid2,Q4 highest,18,0.55093592512599,0.662347012239021,0.1388494320022433
F25,5,mid1,Q4 highest,22,0.10880846251081099,0.38863016432705744,0.08401890522653954
F25,8,mid2,Q1 lowest,13,0.057378164987748434,0.10032670841274163,0.1511442521860429
F25,9,mid1,Q1 lowest,18,0.08134266886326194,0.08587314662273476,0.16458256434404764
F25,9,mid2,Q1 lowest,16,0.03396984924623116,0.07417085427135679,0.21070825484204947
F25,10,mid2,Q4 highest,13,0.4109964985331693,0.44960726790952965,0.19184443259573586
F25,11,mid1,Q1 lowest,15,0.02201608408312764,0.2385938370889402,0.17441040974711475
F25,12,mid1,Q4 highest,23,0.19368930407607782,0.33421821969824256,0.13340924459388026
F25,13,mid1,Q4 highest,23,0.07850058082387633,0.2363953176659816,0.09679755697452128
F25,13,mid2,Q1 lowest,18,0.2342686567164179,0.27773134328358207,0.1781005658275785
F25,15,mid2,Q1 lowest,9,0.43721190110350605,0.5229780695627881,0.27947119994912906
F25,16,mid2,Q4 highest,8,0.03192446043165468,0.16052158273381295,0.40080599638993836
F25,17,mid2,Q4 highest,14,0.3307970678296372,0.37552194488262036,0.1489705655998009
F25,19,mid1,Q4 highest,16,0.0,0.4116715986511596,0.1293388872565314
F25,19,mid2,Q4 highest,14,0.6630748317363483,0.668048141639866,0.2517270166699656
F25,20,mid1,Q1 lowest,20,0.2841689398927664,0.317279653842536,0.14551016274278256
F25,21,mid2,Q4 highest,14,0.2737507906388362,0.3148640101201771,0.2741295611509381
F25,22,mid1,Q4 highest,21,0.008128311198200159,0.19105160026126713,0.16394004596240042
F25,22,mid2,Q4 highest,17,0.4545524513199415,0.48295235896251826,0.2493105757903884
F25,23,mid1,Q1 lowest,20,0.08683781581092094,0.23740831295843523,0.1366893796134116
F25,24,mid1,Q4 highest,19,0.14701590803943201,0.26687782483362393,0.107669089671066
F25,24,mid2,Q4 highest,12,0.6672516085902899,0.6810395253614104,0.4131499991596203
F25,25,mid1,Q1 lowest,19,0.017550685168374183,0.09717719275493883,0.15321756086426894
F25,26,mid2,Q1 lowest,15,0.07495373226403454,0.13695249845774213,0.2669304901240314
F25,29,mid1,Q1 lowest,17,0.04477744280900869,0.1123426139386416,0.16237325470737907
F25,29,mid2,Q1 lowest,9,0.2021978021978022,0.4197802197802198,0.1697910880328463
F25,31,mid2,Q1 lowest,10,0.01951219512195122,0.0949343339587242,0.3088463278917679
F25,32,mid2,Q4 highest,15,0.47615889159112684,0.49635197877514925,0.27962148094990136
F25,33,mid1,Q1 lowest,17,0.06738026622752848,0.3494579387951146,0.23224684182514815
F25,34,mid1,Q4 highest,11,0.24704565801253356,0.39256938227394805,0.19571196828696893
F25,34,mid2,Q4 highest,9,0.4083368779242876,0.449808592088473,0.26999660406777315
F25,35,mid2,Q1 lowest,4,0.0,0.0,0.37840254315140504
F25,36,mid1,Q4 highest,22,0.21855244163472548,0.29971626263129075,0.10306209149859559
F25,38,mid2,Q1 lowest,16,0.07431439764936337,0.16050440744368266,0.16320066315503706
F25,39,mid1,Q1 lowest,17,0.12525579809004092,0.29237721691678037,0.11381658369611139
F25,40,mid1,Q1 lowest,17,0.1290029615004936,0.2977295162882527,0.10265718180923415
F25,41,mid1,Q4 highest,18,0.1535028712059065,0.31251845775225595,0.10585157376270306
F25,45,mid1,Q1 lowest,19,0.18024819027921407,0.18862461220268872,0.1173789874546701
