semester_raw,anon_student_id,midterm,score_group,active_days,last3_share,last7_share,concentration_hhi
F22,120,mid2,Q1 lowest,11,0.33702531645569617,0.40696202531645564,0.19933303957699083
F22,122,mid1,Q4 highest,22,0.33100625902744346,0.40274434280211846,0.10625847110603812
F22,124,mid2,Q4 highest,13,0.17053140096618358,0.5521739130434783,0.13469952624331955
F22,125,mid1,Q1 lowest,16,0.2308170239204722,0.2957440198819509,0.08138372649733
F22,125,mid2,Q1 lowest,7,0.002053388090349076,0.09514031485284052,0.30959404943778956
F22,126,mid1,Q1 lowest,15,0.36782296650717705,0.43600478468899523,0.11610203807147272
F22,126,mid2,Q1 lowest,12,0.21648659463785513,0.4005602240896359,0.16215834072724727
F22,127,mid1,Q1 lowest,16,0.3351859769132108,0.5763146643864899,0.14948196108114153
F22,127,mid2,Q1 lowest,14,0.2471498371335505,0.5138436482084691,0.10347788835955819
F22,128,mid1,Q1 lowest,13,0.18789653489507077,0.2934764925980153,0.14243727023163766
F22,129,mid2,Q1 lowest,1,0.0,0.0,1.0
F22,130,mid2,Q1 lowest,15,0.34779813564770173,0.5091610414657667,0.13343151151940505
F22,132,mid2,Q1 lowest,10,0.5389457120377655,0.5601888276947286,0.14441814959506416
F22,136,mid2,Q4 highest,12,0.2621359223300971,0.3602452733776188,0.14112436286652552
F22,139,mid1,Q4 highest,12,0.22006841505131128,0.2859179019384265,0.13295510246005549
F22,139,mid2,Q4 highest,8,0.311520737327189,0.4285714285714286,0.15491431119794433
F22,141,mid1,Q4 highest,17,0.40409285277947465,0.47800855222968847,0.10310254354013348
F22,141,mid2,Q4 highest,15,0.3659231134314191,0.5700047460844803,0.12200230253799514
F22,142,mid1,Q4 highest,16,0.060705368289637955,0.3842072409488139,0.19648192568278416
F22,143,mid2,Q1 lowest,1,0.0,0.0,1.0
F22,144,mid2,Q1 lowest,9,0.16941176470588237,0.32529411764705884,0.16131487889273358
F22,145,mid1,Q1 lowest,20,0.3274336283185841,0.4718650859909835,0.09092550457270956
F22,146,mid2,Q4 highest,14,0.4134212103055722,0.5733972438585979,0.13116908945810196
F22,147,mid1,Q4 highest,14,0.11894446632532493,0.18865695155573062,0.13166543628726252
F22,147,mid2,Q4 highest,13,0.4055346771438333,0.5309190297232662,0.13111309254027714
F22,148,mid1,Q1 lowest,19,0.22156862745098038,0.40941176470588236,0.159521414840446
F22,148,mid2,Q1 lowest,12,0.39939024390243905,0.5736788617886179,0.13414892342520987
F22,149,mid2,Q4 highest,13,0.3617096432356058,0.4337689862239491,0.14534308242210645
F22,150,mid2,Q1 lowest,11,0.3361157484696717,0.4785754034501948,0.13030094986109603
F22,151,mid1,Q4 highest,17,0.24579560155239327,0.39353169469598964,0.1011716586140589
F22,156,mid1,Q1 lowest,11,0.0,0.12406815761448349,0.1645421284056975
F22,156,mid2,Q1 lowest,16,0.1798076923076923,0.24903846153846154,0.15253122945430636
F23,2,mid1,Q4 highest,21,0.39488910318225645,0.5028929604628737,0.1616547436275362
F23,2,mid2,Q4 highest,13,0.37205987170349253,0.5367070563079116,0.17646586659581417
F23,3,mid1,Q1 lowest,15,0.37680020947892123,0.4679235401937681,0.1005503621211208
F23,5,mid1,Q4 highest,23,0.33964646464646464,0.46428571428571425,0.07165918096654027
F23,6,mid2,Q4 highest,9,0.14609571788413098,0.14609571788413098,0.2699528580220673
F23,7,mid1,Q4 highest,20,0.0662551440329218,0.27530864197530863,0.10255482734677979
F23,8,mid1,Q4 highest,22,0.27473897459872215,0.3740065451145395,0.08510098708556915
F23,8,mid2,Q4 highest,15,0.3657957244655582,0.43094672548354257,0.19361888096790614
F23,9,mid1,Q4 highest,20,0.2189256012587098,0.4057091481231737,0.0640620673317604
F23,9,mid2,Q4 highest,15,0.280187074829932,0.3656462585034014,0.11326226919339165
F23,10,mid1,Q4 highest,21,0.07669946332737029,0.23591234347048298,0.10057251480890038
F23,10,mid2,Q4 highest,15,0.14746543778801843,0.2541651896490606,0.11330816214694042
F23,11,mid1,Q1 lowest,12,0.24145077720207253,0.34922279792746114,0.1395119332062606
F23,11,mid2,Q1 lowest,9,0.23422013562858635,0.4637454355764215,0.15830056363607173
F23,12,mid2,Q4 highest,12,0.16871832005792906,0.30629978276611153,0.12395545001182386
F23,14,mid1,Q1 lowest,4,0.0,0.0,0.3174222222222222
F23,14,mid2,Q1 lowest,7,0.1780821917808219,0.1780821917808219,0.24897844294407573
F23,15,mid1,Q4 highest,17,0.29319012797074956,0.45566727605118834,0.09076932846271335
F23,17,mid1,Q4 highest,12,0.17753338570306362,0.2906520031421838,0.16150343498943864
F23,17,mid2,Q4 highest,11,0.17081260364842454,0.3374792703150912,0.15256223030783067
F23,18,mid2,Q4 highest,21,0.25657472738935216,0.4081676288218944,0.09523679560639323
F23,19,mid2,Q1 lowest,14,0.0,0.19344153693275917,0.16275425123055803
F23,21,mid1,Q4 highest,20,0.19949012109623965,0.36647546207775655,0.08733118284025135
F23,23,mid1,Q4 highest,11,0.4970911441499677,0.6328377504848093,0.2892396777715611
F23,23,mid2,Q4 highest,8,0.19510537049626103,0.21753908905506458,0.19651767389563282
F23,24,mid2,Q4 highest,10,0.06682867557715674,0.06682867557715674,0.19763364627824886
F23,26,mid1,Q4 highest,16,0.10366074664733599,0.2682131206959043,0.07992229720098878
F23,26,mid2,Q1 lowest,13,0.1799919646444355,0.3423061470470068,0.11147562735255696
F23,29,mid1,Q4 highest,14,0.34072645451623274,0.4223722275795564,0.11365680059588848
F23,29,mid2,Q4 highest,14,0.19715909090909092,0.35454545454545455,0.12307722107438016
F23,31,mid2,Q4 highest,18,0.32090112640801,0.4397997496871089,0.09824025964871608
F23,32,mid1,Q4 highest,17,0.2553694158075601,0.3672680412371133,0.12709278055289852
F23,32,mid2,Q4 highest,20,0.1717572391907973,0.35303451011503373,0.08068346476664641
F23,33,mid1,Q4 highest,21,0.104542626011201,0.2016179215930305,0.08105794151210732
F23,33,mid2,Q4 highest,15,0.21166928309785452,0.4309262166405024,0.11566528958320837
F23,35,mid2,Q4 highest,16,0.20740169622205087,0.3535080956052428,0.13860287277026814
F23,37,mid2,Q4 highest,13,0.08552803129074316,0.1955671447196871,0.25015834054350833
F23,38,mid1,Q4 highest,20,0.20657015590200448,0.3908685968819599,0.09210857364574362
F23,38,mid2,Q4 highest,12,0.20281810418445773,0.4850555081127242,0.10888421510150295
F23,39,mid2,Q1 lowest,14,0.09482758620689655,0.20935960591133004,0.14540664660632388
F23,40,mid2,Q4 highest,12,0.5029436501261565,0.595878889823381,0.14525390794930546
F23,41,mid1,Q4 highest,9,0.29213483146067415,0.31753786028334147,0.1734059088699394
F23,42,mid1,Q4 highest,21,0.2940226171243942,0.3884401364207503,0.11796005167025009
F23,43,mid1,Q1 lowest,15,0.0,0.34209354120267266,0.1428982991155798
F23,43,mid2,Q1 lowest,13,0.2609375,0.40390624999999997,0.16825439453125
F23,44,mid2,Q4 highest,10,0.010296010296010296,0.3359073359073359,0.23385161222999062
F23,45,mid1,Q4 highest,18,0.28015673103834315,0.39322698012874335,0.09495423469033265
F23,45,mid2,Q4 highest,14,0.31431535269709543,0.3772475795297372,0.13582013815954347
