semester_raw,anon_student_id,midterm,exam_start,score_pct,timed_practice_starts,timed_practice_finishes,scored_practice_attempts,best_practice_direct_score_pct,latest_practice_direct_score_pct,median_practice_direct_items,did_timed_practice,finished_timed_practice,practice_group,cohort,exam_score_rank_pct,practice_score_rank_pct,practice_quality_band
F21,70,mid1,2021-10-06 17:00:12.000000,72.41379310344827,0,0,0,,,,False,False,No timed practice,F21_mid1,26.21359223300971,,
F21,70,mid2,2021-11-03 16:59:25.000000,41.66666666666667,0,0,0,,,,False,False,No timed practice,F21_mid2,4.901960784313726,,
F21,72,mid1,2021-10-06 17:00:15.000000,80.6896551724138,1,1,1,75.0,75.0,26.0,True,True,Finished timed practice,F21_mid1,47.57281553398058,21.052631578947366,Bottom quartile
F21,72,mid2,2021-11-03 17:00:12.000000,62.8,1,0,0,,,,True,False,Started only,F21_mid2,41.17647058823529,,
F21,73,mid1,2021-10-06 17:19:37.000000,83.10344827586206,0,0,0,,,,False,False,No timed practice,F21_mid1,57.28155339805825,,
F21,73,mid2,2021-11-05 19:50:07.000000,58.46153846153845,1,0,0,,,,True,False,Started only,F21_mid2,27.450980392156865,,
F21,74,mid1,2021-10-06 17:00:02.000000,89.65517241379311,1,1,1,80.0,80.0,26.0,True,True,Finished timed practice,F21_mid1,88.3495145631068,36.84210526315789,Middle half
F21,74,mid2,2021-11-07 23:19:04.000000,76.92307692307693,0,0,0,,,,False,False,No timed practice,F21_mid2,82.84313725490196,,
F21,75,mid1,2021-10-06 17:01:57.000000,77.24137931034483,0,0,0,,,,False,False,No timed practice,F21_mid1,41.262135922330096,,
F21,75,mid2,2021-11-03 16:59:58.000000,72.3076923076923,0,0,0,,,,False,False,No timed practice,F21_mid2,66.66666666666666,,
F21,76,mid1,2021-10-06 17:23:22.000000,73.79310344827586,1,1,1,76.15384615384616,76.15384615384616,26.0,True,True,Finished timed practice,F21_mid1,30.097087378640776,28.07017543859649,Middle half
F21,76,mid2,2021-11-03 17:00:21.000000,59.0,0,0,0,,,,False,False,No timed practice,F21_mid2,30.392156862745097,,
F21,77,mid1,2021-10-06 17:00:08.000000,89.65517241379311,1,0,0,,,,True,False,Started only,F21_mid1,88.3495145631068,,
F21,77,mid2,2021-11-03 17:00:07.000000,84.0,1,1,1,73.73737373737373,73.73737373737373,33.0,True,True,Finished timed practice,F21_mid2,94.11764705882352,37.93103448275862,Middle half
F21,78,mid1,2021-10-06 17:00:14.000000,89.65517241379311,1,1,1,91.92307692307692,91.92307692307692,26.0,True,True,Finished timed practice,F21_mid1,88.3495145631068,85.08771929824562,Top quartile
F21,78,mid2,2021-11-03 17:00:47.000000,76.0,1,0,0,,,,True,False,Started only,F21_mid2,79.90196078431373,,
F21,79,mid1,2021-10-06 17:00:31.000000,66.20689655172414,0,0,0,,,,False,False,No timed practice,F21_mid1,19.41747572815534,,
F21,79,mid2,2021-11-03 17:00:03.000000,52.0,0,0,0,,,,False,False,No timed practice,F21_mid2,15.196078431372548,,
F21,80,mid1,2021-10-06 17:00:24.000000,85.51724137931035,1,1,1,89.23076923076923,89.23076923076923,26.0,True,True,Finished timed practice,F21_mid1,66.01941747572816,75.43859649122807,Top quartile
F21,80,mid2,2021-11-03 17:00:14.000000,74.8,1,0,0,,,,True,False,Started only,F21_mid2,72.54901960784314,,
F21,81,mid1,2021-10-06 16:58:53.000000,89.02821316614421,1,1,1,92.3076923076923,92.3076923076923,26.0,True,True,Finished timed practice,F21_mid1,82.52427184466019,91.22807017543859,Top quartile
F21,81,mid2,2021-11-03 16:58:20.000000,74.8,1,1,1,91.17647058823529,91.17647058823529,34.0,True,True,Finished timed practice,F21_mid2,72.54901960784314,93.10344827586206,Top quartile
F21,82,mid1,2021-10-06 17:00:34.000000,86.20689655172413,1,0,0,,,,True,False,Started only,F21_mid1,71.84466019417476,,
F21,82,mid2,2021-11-03 17:01:10.000000,63.6,0,0,0,,,,False,False,No timed practice,F21_mid2,44.11764705882353,,
