semester_raw,anon_student_id,session_id,midterm,practice_name,practice_direct_items,practice_direct_score_pct
F22,95,12715,mid2,Mid2_Fall22-Practice-Timed,32,84.375
F22,95,12712,mid2,PI-Practice-Mid-2,16,81.25
F22,96,12828,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-2,26,80.76923076923077
F22,96,12824,mid1,Practice-PI-Mid1-Fall22,21,85.71428571428571
F22,96,12874,mid2,Mid2_Fall22-Practice-Timed2 | PI-Practice-Mid-2,16,100.0
F22,97,12928,mid1,Practice-PI-Mid1-Fall22,20,90.0
F22,97,12956,mid2,PI-Practice-Mid-2,16,93.75
F22,98,13026,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,99,13109,mid1,Mid1-Fall22-Practice-Timed-15,26,82.3076923076923
F22,99,13106,mid1,Practice-PI-Mid1-Fall22,20,55.00000000000001
F22,99,13132,mid2,Mid2_Fall22-Practice-Timed2,30,70.0
F22,100,13178,mid1,Mid1-Fall22-Practice-Timed-2,26,90.76923076923077
F22,100,13177,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,100,13204,mid2,Mid2_Fall22-Practice-Timed | PI-Practice-Mid-2,49,95.91836734693877
F22,102,13459,mid1,Mid1-Fall22-Practice-Timed,21,85.71428571428571
F22,102,13457,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,102,13514,mid2,PI-Practice-Mid-2,16,87.5
F22,103,13616,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15,25,80.0
F22,103,13609,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,105,13881,mid1,Mid1-Fall22-Practice-Timed,26,79.61538461538461
F22,105,13878,mid1,Practice-PI-Mid1-Fall22,20,85.0
F22,106,14000,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,107,14097,mid1,Mid1-Fall22-Practice-Timed,25,82.5
F22,107,14094,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,107,14124,mid2,Mid2_Fall22-Practice-Timed2,31,80.64516129032258
F22,108,14171,mid1,Mid1-Fall22-Practice-Timed-2 | Practice-PI-Mid1-Fall22,41,95.1219512195122
F22,108,14187,mid2,Mid2_Fall22-Practice-Timed,30,63.33333333333333
F22,108,14189,mid2,PI-Practice-Mid-2,16,87.5
F22,110,14373,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-2,25,96.0
F22,110,14372,mid1,Practice-PI-Mid1-Fall22,21,71.42857142857143
F22,110,14396,mid2,Mid2_Fall22-Practice-Timed2 | PI-Practice-Mid-2,47,89.36170212765957
F22,111,14462,mid1,Practice-PI-Mid1-Fall22,20,55.00000000000001
F22,111,14500,mid2,Mid2_Fall22-Practice-Timed1.5 | Mid2_Fall22-Practice-Timed2 | PI-Practice-Mid-2,60,80.0
F22,113,14780,mid1,Practice-PI-Mid1-Fall22,20,20.0
F22,113,14830,mid2,Mid2_Fall22-Practice-Timed2,32,88.54166666666666
F22,113,14827,mid2,PI-Practice-Mid-2,16,25.0
F22,115,14947,mid2,PI-Practice-Mid-2,16,43.75
F22,116,15029,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,116,15051,mid2,Mid2_Fall22-Practice-Timed | PI-Practice-Mid-2,30,66.66666666666666
F22,118,15162,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2 | Practice-PI-Mid1-Fall22,20,90.0
F22,119,15249,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,119,15280,mid2,PI-Practice-Mid-2,16,93.75
F22,120,15448,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15,24,83.33333333333334
F22,120,15497,mid2,PI-Practice-Mid-2,16,68.75
F22,121,15716,mid1,Mid1-Fall22-Practice-Timed,26,83.5576923076923
F22,121,15719,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,121,15848,mid2,Mid2_Fall22-Practice-Timed,32,81.25
F22,121,15855,mid2,PI-Practice-Mid-2,16,75.0
F22,122,16141,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,29,93.10344827586206
F22,124,16433,mid2,PI-Practice-Mid-2,16,81.25
F22,125,16572,mid1,Practice-PI-Mid1-Fall22,19,52.63157894736842
F22,126,16655,mid1,Practice-PI-Mid1-Fall22,20,45.0
F22,126,16709,mid2,PI-Practice-Mid-2,16,56.25
F22,127,16773,mid1,Practice-PI-Mid1-Fall22,20,70.0
F22,128,16885,mid1,Mid1-Fall22-Practice-Timed,23,78.26086956521739
F22,128,16877,mid1,Practice-PI-Mid1-Fall22,20,45.0
F22,128,16920,mid2,Mid2_Fall22-Practice-Timed,31,32.25806451612903
F22,128,16932,mid2,Mid2_Fall22-Practice-Timed1.5,29,93.10344827586206
F22,129,17044,mid1,Mid1-Fall22-Practice-Timed-15,26,71.53846153846153
F22,129,17039,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,129,17062,mid2,Mid2_Fall22-Practice-Timed,29,27.586206896551722
F22,130,17148,mid1,Practice-PI-Mid1-Fall22,20,90.0
F22,130,17216,mid2,Mid2_Fall22-Practice-Timed | Mid2_Fall22-Practice-Timed1.5,31,45.16129032258064
F22,130,17225,mid2,Mid2_Fall22-Practice-Timed2,33,93.33333333333333
F22,131,17379,mid1,Practice-PI-Mid1-Fall22,20,70.0
F22,132,17515,mid1,Mid1-Fall22-Practice-Timed,26,81.92307692307692
F22,132,17543,mid2,PI-Practice-Mid-2,16,43.75
F22,135,17626,mid1,Mid1-Fall22-Practice-Timed,26,86.92307692307692
F22,135,17627,mid1,Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,29,91.72413793103449
F22,135,17628,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,135,17640,mid2,Mid2-Fall22-Practice-2Time,25,75.2
F22,135,17641,mid2,Mid2_Fall22-Practice-Timed,32,86.875
F22,136,17754,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,29,91.8103448275862
F22,136,17746,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,136,17795,mid2,Mid2_Fall22-Practice-Timed,33,90.9090909090909
F22,137,17873,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,29,93.10344827586206
F22,137,17874,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,137,17901,mid2,Mid2_Fall22-Practice-Timed | Mid2_Fall22-Practice-Timed1.5 | Mid2_Fall22-Practice-Timed2,31,93.54838709677419
F22,137,17903,mid2,PI-Practice-Mid-2,16,50.0
F22,138,17980,mid1,Mid1-Fall22-Practice-Timed-2,26,92.3076923076923
F22,138,17973,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,138,18016,mid2,Mid2_Fall22-Practice-Timed,30,73.33333333333333
F22,139,18108,mid1,Mid1-Fall22-Practice-Timed,26,96.15384615384616
F22,139,18107,mid1,Practice-PI-Mid1-Fall22,20,90.0
F22,139,18133,mid2,PI-Practice-Mid-2,16,68.75
F22,140,18238,mid1,Practice-PI-Mid1-Fall22,19,84.21052631578947
F22,141,18391,mid1,Mid1-Fall22-Practice-Timed,26,96.15384615384616
F22,141,18387,mid1,Practice-PI-Mid1-Fall22,20,85.0
F22,141,18423,mid2,Mid2_Fall22-Practice-Timed,33,81.21212121212122
F22,142,18492,mid1,Mid1-Fall22-Practice-Timed,26,86.53846153846155
F22,142,18485,mid1,Mid1-Fall22-Practice-Timed-15,26,87.6923076923077
F22,142,18486,mid1,Mid1-Fall22-Practice-Timed-2,26,94.61538461538463
F22,142,18490,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,142,18532,mid2,Mid2_Fall22-Practice-Timed,33,86.36363636363636
F22,142,18534,mid2,Mid2_Fall22-Practice-Timed2,32,87.5
F22,142,18528,mid2,PI-Practice-Mid-2,16,75.0
F22,143,18658,mid1,Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,20,60.0
F22,143,18653,mid1,Practice-PI-Mid1-Fall22,20,70.0
F22,143,18675,mid2,Mid2_Fall22-Practice-Timed1.5,30,66.66666666666666
F22,143,18674,mid2,PI-Practice-Mid-2,16,50.0
F22,144,18795,mid1,Mid1-Fall22-Practice-Timed,25,79.2
F22,144,18793,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,145,18924,mid1,Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2 | Practice-PI-Mid1-Fall22,55,90.9090909090909
F22,145,19004,mid2,Mid2_Fall22-Practice-Timed | Mid2_Fall22-Practice-Timed1.5 | Mid2_Fall22-Practice-Timed2 | PI-Practice-Mid-2,29,82.75862068965517
F22,146,19135,mid1,Practice-PI-Mid1-Fall22,20,90.0
F22,146,19160,mid2,Mid2_Fall22-Practice-Timed,31,64.51612903225806
F22,146,19162,mid2,Mid2_Fall22-Practice-Timed1.5,31,70.96774193548387
F22,146,19169,mid2,Mid2_Fall22-Practice-Timed2,33,87.27272727272728
F22,147,19256,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15,27,50.0
F22,147,19257,mid1,Practice-PI-Mid1-Fall22,20,70.0
F22,147,19288,mid2,PI-Practice-Mid-2,16,56.25
F22,149,19491,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15,25,92.8
F22,149,19490,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,149,19528,mid2,Mid2_Fall22-Practice-Timed,33,93.93939393939394
F22,149,19530,mid2,PI-Practice-Mid-2,16,100.0
F22,150,19587,mid1,Mid1-Fall22-Practice-Timed | Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,25,60.8
F22,150,19589,mid1,Practice-PI-Mid1-Fall22,20,85.0
F22,150,19611,mid2,Mid2_Fall22-Practice-Timed1.5,30,43.333333333333336
F22,151,19718,mid1,Practice-PI-Mid1-Fall22,20,75.0
F22,151,19762,mid2,Mid2_Fall22-Practice-Timed,32,60.3125
F22,151,19769,mid2,PI-Practice-Mid-2,16,50.0
F22,152,19879,mid1,Mid1-Fall22-Practice-Timed | Practice-PI-Mid1-Fall22,29,96.55172413793103
F22,152,19883,mid1,Mid1-Fall22-Practice-Timed-2,23,86.95652173913044
F22,153,20007,mid1,Mid1-Fall22-Practice-Timed,26,94.71153846153845
F22,153,20010,mid1,Mid1-Fall22-Practice-Timed-15 | Mid1-Fall22-Practice-Timed-2,29,91.37931034482759
F22,153,20008,mid1,Practice-PI-Mid1-Fall22,20,80.0
F22,153,20009,mid1,Practice-PI-Mid1-Fall22,20,95.0
F22,153,20044,mid2,Mid2_Fall22-Practice-Timed,33,78.78787878787878
F22,153,20045,mid2,Mid2_Fall22-Practice-Timed1.5 | Mid2_Fall22-Practice-Timed2 | PI-Practice-Mid-2,49,89.79591836734694
F22,156,20203,mid2,Mid2_Fall22-Practice-Timed1.5,30,33.33333333333333
F22,158,20300,mid1,Practice-PI-Mid1-Fall22,20,85.0
F23,1,111,mid1,Mid1-Win23-Practice-Timed,26,84.61538461538461
F23,2,236,mid1,Mid1-Win23-Practice-Timed,26,96.15384615384616
F23,3,83,mid1,Mid1-Fall23-Practice-Timed,26,88.46153846153845
F23,3,314,mid1,Mid1-Fall23-Practice-Timed | Mid1-Win23-Practice-Timed,23,61.08695652173913
F23,4,169,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,68,83.52941176470587
F23,4,189,mid2,Mid2-Fall23-Practice-Timed,31,58.06451612903226
F23,4,190,mid2,Mid2-Fall23-Practice-Timed-120-Min,29,72.41379310344827
F23,5,309,mid1,Mid1-Fall23-Practice-Timed,26,76.92307692307693
F23,6,541,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five | Mid1-Win23-Practice-Timed,29,93.10344827586206
F23,8,539,mid1,Mid1-Fall23-Practice-Timed,26,86.92307692307692
F23,8,587,mid2,Mid2-Fall23-Practice-Timed,34,76.47058823529412
F23,9,653,mid1,Mid1-Fall23-Practice-Timed,26,91.82692307692307
F23,10,741,mid1,Mid1-Fall23-Practice-Timed,25,62.4
F23,10,1008,mid1,Mid1-Fall23-Practice-Timed,26,92.3076923076923
F23,10,759,mid2,Mid2-Fall23-Practice-Timed,30,90.0
F23,11,1117,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half,15,66.66666666666666
F23,11,1141,mid2,Mid2-Fall23-Practice-Timed,30,26.666666666666668
F23,14,1260,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,79.23076923076924
F23,14,1262,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,26,88.46153846153845
F23,14,1278,mid2,Mid2-Fall23-Practice-Timed,28,53.57142857142857
F23,14,1279,mid2,Mid2-Fall23-Practice-Timed-120-Min | Mid2-Fall23-Practice-Timed-160-Min,29,92.41379310344828
F23,15,885,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,96.15384615384616
F23,16,946,mid1,Mid1-Fall23-Practice-Timed,26,88.46153846153845
F23,16,964,mid2,Mid2-Fall23-Practice-Timed,33,81.81818181818183
F23,17,1010,mid1,Mid1-Fall23-Practice-Timed,26,84.61538461538461
F23,18,1071,mid1,Mid1-Fall23-Practice-Timed,24,70.41666666666666
F23,18,1548,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,19,73.68421052631578
F23,18,1544,mid1,Mid1-Win23-Practice-Timed,25,54.50000000000001
F23,18,1109,mid2,Mid2-Fall23-Practice-Timed,32,65.625
F23,20,1288,mid2,Mid2-Fall23-Practice-Timed,27,77.77777777777779
F23,20,1719,mid2,Mid2-Fall23-Practice-Timed,33,78.78787878787878
F23,21,1820,mid2,Mid2-Fall23-Practice-Timed,31,58.06451612903226
F23,22,1376,mid1,Mid1-Fall23-Practice-Timed,18,88.88888888888889
F23,22,1394,mid2,Mid2-Fall23-Practice-Timed,32,68.75
F23,23,1942,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,46,97.82608695652173
F23,23,1939,mid1,Mid1-Win23-Practice-Timed,25,96.0
F23,23,1960,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-120-Min,33,93.93939393939394
F23,25,1454,mid1,Mid1-Fall23-Practice-Timed,26,80.76923076923077
F23,25,1461,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,92.3076923076923
F23,25,1464,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,25,88.0
F23,25,1511,mid2,Mid2-Fall23-Practice-Timed,27,86.2962962962963
F23,25,2088,mid2,Mid2-Fall23-Practice-Timed,31,58.87096774193549
F23,25,1512,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,88.18181818181819
F23,25,1521,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,90.9090909090909
F23,28,1629,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,73.07692307692307
F23,28,1650,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,76.16161616161617
F23,30,1820,mid1,Mid1-Fall23-Practice-Timed,26,87.3076923076923
F23,30,1867,mid2,Mid2-Fall23-Practice-Timed,30,86.66666666666667
F23,31,1943,mid1,Mid1-Fall23-Practice-Timed,26,93.07692307692308
F23,32,2058,mid1,Mid1-Fall23-Practice-Timed,26,92.3076923076923
F23,32,2084,mid2,Mid2-Fall23-Practice-Timed,33,51.515151515151516
F23,33,2160,mid1,Mid1-Fall23-Practice-Timed,25,76.0
F23,33,2161,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,24,77.5
F23,33,2817,mid2,Mid2-Fall23-Practice-Timed,30,73.33333333333333
F23,34,2307,mid1,Mid1-Fall23-Practice-Timed,25,96.0
F23,34,2377,mid2,Mid2-Fall23-Practice-Timed,32,90.625
F23,35,2458,mid1,Mid1-Fall23-Practice-Timed,25,88.0
F23,39,2762,mid1,Mid1-Fall23-Practice-Timed,26,87.6923076923077
F23,39,3313,mid1,Mid1-Win23-Practice-Timed,24,77.08333333333334
F23,40,2871,mid1,Mid1-Fall23-Practice-Timed,26,84.13461538461539
F23,40,2892,mid2,Mid2-Fall23-Practice-Timed,33,85.75757575757575
F23,41,2959,mid1,Mid1-Fall23-Practice-Timed,26,78.07692307692308
F23,42,3023,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,91.15384615384615
F23,42,3055,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,72.72727272727273
F23,43,3812,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five | Mid1-Win23-Practice-Timed,26,91.53846153846155
F23,45,3289,mid1,Mid1-Fall23-Practice-Timed,22,72.72727272727273
F23,46,3449,mid1,Mid1-Fall23-Practice-Timed,24,77.5
F23,47,3654,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,80.38461538461537
F23,47,4157,mid1,Mid1-Win23-Practice-Timed,26,80.38461538461537
F23,47,3690,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,78.78787878787878
F23,48,3746,mid1,Mid1-Fall23-Practice-Timed,26,88.46153846153845
F23,50,3842,mid1,Mid1-Fall23-Practice-Timed,26,81.73076923076923
F23,50,3908,mid2,Mid2-Fall23-Practice-Timed,32,77.5
F23,51,3947,mid1,Mid1-Fall23-Practice-Timed,26,72.3076923076923
F23,51,4420,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,87.6923076923077
F23,51,4454,mid2,Mid2-Fall23-Practice-Timed,31,70.96774193548387
F23,53,4060,mid1,Mid1-Fall23-Practice-Timed,26,92.3076923076923
F23,55,4194,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,84.23076923076923
F23,56,4267,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half,26,96.15384615384616
F23,57,4364,mid1,Mid1-Fall23-Practice-Timed,26,81.6346153846154
F23,57,4373,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,84.71153846153847
F23,57,4414,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-120-Min,32,79.0625
F23,57,4419,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,87.87878787878788
F23,58,5126,mid1,Mid1-Win23-Practice-Timed,26,96.15384615384616
F23,58,5159,mid2,Mid2-Fall23-Practice-Timed,31,83.87096774193549
F23,58,4532,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-120-Min,31,61.29032258064516
F23,59,4599,mid1,Mid1-Fall23-Practice-Timed,26,92.3076923076923
F23,59,4631,mid2,Mid2-Fall23-Practice-Timed,33,78.78787878787878
F23,61,4770,mid1,Mid1-Fall23-Practice-Timed,26,88.46153846153845
F23,61,4808,mid2,Mid2-Fall23-Practice-Timed,31,90.32258064516128
F23,65,5733,mid2,Mid2-Fall23-Practice-Timed,35,71.9047619047619
F23,67,5132,mid1,Mid1-Fall23-Practice-Timed,26,91.82692307692307
F23,67,5134,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,26,92.3076923076923
F23,67,5858,mid1,Mid1-Win23-Practice-Timed,26,64.61538461538461
F23,67,5178,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,84.84848484848484
F23,67,5179,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,90.9090909090909
F23,68,5965,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,21,90.47619047619048
F23,70,6149,mid1,Mid1-Win23-Practice-Timed,26,71.53846153846153
F23,70,6199,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-160-Min,30,80.0
F23,71,5323,mid1,Mid1-Fall23-Practice-Timed,21,85.71428571428571
F23,71,5346,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-160-Min,33,66.06060606060606
F23,72,5385,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,88.46153846153845
F23,73,5460,mid2,Mid2-Fall23-Practice-Timed,34,79.41176470588235
F23,75,6659,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,18,77.77777777777779
F23,75,6697,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-160-Min,26,84.61538461538461
F23,77,6831,mid1,Mid1-Fall23-Practice-Timed,26,73.07692307692307
F23,77,6867,mid2,Mid2-Fall23-Practice-Timed,33,78.18181818181819
F23,79,7004,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,92.3076923076923
F23,79,7000,mid1,Mid1-Win23-Practice-Timed,26,76.92307692307693
F23,80,7135,mid2,Mid2-Fall23-Practice-Timed-160-Min,30,73.33333333333333
F23,81,7192,mid2,Mid2-Fall23-Practice-Timed,33,72.72727272727273
F23,84,7394,mid1,Mid1-Win23-Practice-Timed,23,73.91304347826086
F23,85,7497,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,18,88.88888888888889
F23,85,7493,mid1,Mid1-Win23-Practice-Timed,25,76.0
F23,86,7590,mid1,Mid1-Win23-Practice-Timed,26,92.3076923076923
F23,86,7623,mid2,Mid2-Fall23-Practice-Timed,33,84.84848484848484
F23,88,7739,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,18,57.777777777777786
F23,89,7835,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,66.15384615384615
F23,89,7834,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,22,49.09090909090909
F23,89,7869,mid2,Mid2-Fall23-Practice-Timed-120-Min,32,70.3125
F23,90,7920,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,27,92.5925925925926
F23,90,7939,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-120-Min,32,71.875
F23,91,7980,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,82.40384615384616
F23,91,8000,mid2,Mid2-Fall23-Practice-Timed,33,93.93939393939394
F23,92,8044,mid1,Mid1-Win23-Practice-Timed,26,76.92307692307693
F23,93,8123,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,26,69.23076923076923
F23,93,8149,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,78.78787878787878
F23,95,8259,mid2,Mid2-Fall23-Practice-Timed,33,96.96969696969697
F23,96,8307,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,92.3076923076923
F23,96,8304,mid1,Mid1-Win23-Practice-Timed,25,74.5
F23,96,8336,mid2,Mid2-Fall23-Practice-Timed,33,87.87878787878788
F23,98,8425,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,30,96.66666666666667
F23,101,8780,mid2,Mid2-Fall23-Practice-Timed,32,88.4375
F23,102,8829,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,26,81.92307692307692
F23,103,8934,mid2,Mid2-Fall23-Practice-Timed,32,71.875
F23,104,8990,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Win23-Practice-Timed,25,87.2
F23,105,9055,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,21,76.19047619047619
F23,106,9152,mid2,Mid2-Fall23-Practice-Timed,33,78.78787878787878
F23,107,9202,mid1,Mid1-Win23-Practice-Timed,26,62.78846153846154
F23,107,9231,mid2,Mid2-Fall23-Practice-Timed,32,52.39583333333333
F23,111,9665,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,87.87878787878788
F23,112,9735,mid1,Mid1-Fall23-Practice-Timed | Mid1-Win23-Practice-Timed,26,87.3076923076923
F23,112,9761,mid2,Mid2-Fall23-Practice-Timed,33,89.39393939393939
F23,113,9827,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,60.0
F23,114,9917,mid1,Mid1-Win23-Practice-Timed,26,92.3076923076923
F23,114,9952,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,71.1111111111111
F23,114,9958,mid2,Mid2-Fall23-Practice-Timed-160-Min,33,82.82828282828282
F23,115,10043,mid1,Mid1-Fall23-Practice-Timed | Mid1-Win23-Practice-Timed,23,86.95652173913044
F23,116,10166,mid1,Mid1-Fall23-Practice-Timed,26,92.3076923076923
F23,116,10150,mid1,Mid1-Win23-Practice-Timed,26,94.61538461538463
F23,116,10216,mid2,Mid2-Fall23-Practice-Timed,33,93.93939393939394
F23,117,10283,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,84.61538461538461
F23,117,10321,mid2,Mid2-Fall23-Practice-Timed-120-Min,33,54.54545454545454
F23,118,10406,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,25,88.8
F23,121,10616,mid1,Mid1-Fall23-Practice-Timed,26,88.46153846153845
F23,121,10646,mid2,Mid2-Fall23-Practice-Timed,32,81.25
F23,122,10715,mid1,Mid1-Fall23-Practice-Timed | Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Win23-Practice-Timed,26,96.15384615384616
F23,122,10753,mid2,Mid2-Fall23-Practice-Timed,33,90.9090909090909
F23,123,10838,mid1,Mid1-Fall23-Practice-Timed,25,80.0
F23,124,10971,mid1,Mid1-Fall23-Practice-Timed-One-And-Half | Mid1-Fall23-Practice-Timed-One-Seven-Five,22,86.36363636363636
F23,124,10966,mid1,Mid1-Win23-Practice-Timed,26,76.92307692307693
F23,124,11003,mid2,Mid2-Fall23-Practice-Timed-160-Min,30,73.33333333333333
F23,126,11080,mid2,Mid2-Fall23-Practice-Timed-120-Min | Mid2-Fall23-Practice-Timed-160-Min,33,96.96969696969697
F23,127,11183,mid2,Mid2-Fall23-Practice-Timed,31,51.935483870967744
F23,131,11386,mid1,Mid1-Win23-Practice-Timed,26,80.76923076923077
F23,131,11405,mid2,Mid2-Fall23-Practice-Timed,32,68.75
F23,132,11449,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,25,71.6
F23,132,11446,mid1,Mid1-Win23-Practice-Timed,25,79.8
F23,133,11529,mid2,Mid2-Fall23-Practice-Timed,32,89.58333333333334
F23,134,11599,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,71.53846153846153
F23,134,11617,mid2,Mid2-Fall23-Practice-Timed-160-Min,31,90.32258064516128
F23,135,11717,mid1,Mid1-Win23-Practice-Timed,21,34.523809523809526
F23,135,11770,mid2,Mid2-Fall23-Practice-Timed | Mid2-Fall23-Practice-Timed-120-Min | Mid2-Fall23-Practice-Timed-160-Min,35,96.57142857142857
F23,140,12064,mid1,Mid1-Fall23-Practice-Timed-One-And-Half,26,75.3846153846154
F23,142,12188,mid1,Mid1-Fall23-Practice-Timed-One-Seven-Five,26,68.07692307692308
F23,142,12210,mid2,Mid2-Fall23-Practice-Timed,33,57.57575757575758
