semester_raw,anon_student_id,midterm,semester,normalized_midterm_name,n_items_observed,n_items_scored,score_points,score_pct,exam_start,exam_end,n_sessions,total_exam_minutes,coverage_pct
F24,118,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,11.418181818181818,40.77922077922078,2024-10-03 15:30:35.678963,2024-10-03 16:50:19.911117,1,79.73720256666667,93.33333333333333
F24,118,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,18.4,61.33333333333333,2024-10-31 15:30:14.147350,2024-10-31 16:45:13.682221,1,74.99224785,100.0
F24,119,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,12.272727272727273,43.83116883116883,2024-10-03 15:31:21.819272,2024-10-03 16:50:37.339125,1,79.25866421666666,93.33333333333333
F24,119,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,8.0,26.666666666666668,2024-10-31 15:30:20.910216,2024-10-31 16:31:46.657940,1,61.42912873333333,100.0
F24,120,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.51818181818182,80.42207792207793,2024-10-03 15:30:52.264929,2024-10-03 16:50:31.140550,1,79.64792701666667,93.33333333333333
F24,120,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,23.833333333333332,79.44444444444444,2024-10-31 15:30:26.564295,2024-10-31 16:30:29.528749,1,60.049407566666666,100.0
F24,121,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,23.0,82.14285714285714,2024-10-03 15:30:34.528667,2024-10-03 16:50:41.377475,1,80.1141468,93.33333333333333
F24,121,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,22.6,75.33333333333334,2024-10-31 15:33:35.107820,2024-10-31 16:53:34.300110,1,79.98653816666666,100.0
F24,122,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.0,85.71428571428571,2024-10-03 15:31:27.818101,2024-10-03 17:09:31.077125,1,98.05431706666667,93.33333333333333
F24,122,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,24.0,80.0,2024-10-31 16:20:47.207746,2024-10-31 17:35:17.782363,1,74.50957695000001,100.0
F24,123,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,11.0,39.285714285714285,2024-10-03 15:30:47.228822,2024-10-03 16:49:07.074687,1,78.33076441666667,93.33333333333333
F24,123,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,11.1,37.0,2024-10-31 15:31:08.644418,2024-10-31 16:48:58.088026,1,77.82406013333333,100.0
F24,124,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,21.0,75.0,2024-10-03 15:31:08.325043,2024-10-03 16:50:08.283578,1,78.99930891666666,93.33333333333333
F24,124,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,20.9,69.66666666666667,2024-10-31 15:30:48.364909,2024-10-31 16:47:51.403012,1,77.05063505,100.0
F24,125,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.0,85.71428571428571,2024-10-03 15:30:32.656065,2024-10-03 16:50:23.761521,1,79.8517576,93.33333333333333
F24,125,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,22.0,73.33333333333333,2024-10-31 15:32:03.347546,2024-10-31 16:26:13.805506,1,54.17429933333334,100.0
F24,126,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,18.0,64.28571428571429,2024-10-03 15:30:30.015422,2024-10-03 16:30:51.867170,1,60.3641958,93.33333333333333
F24,126,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,12.0,40.0,2024-10-31 15:30:13.756295,2024-10-31 15:48:38.969071,1,18.420212933333335,100.0
F24,127,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.0,85.71428571428571,2024-10-03 15:31:15.103839,2024-10-03 16:51:31.057583,1,80.26589573333334,93.33333333333333
F24,127,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,20.0,66.66666666666666,2024-10-31 15:30:30.718433,2024-10-31 16:31:53.366695,1,61.377471033333336,100.0
F24,128,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,19.01818181818182,67.92207792207793,2024-10-03 15:30:54.577396,2024-10-03 16:51:00.475127,1,80.09829551666667,93.33333333333333
F24,128,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,16.7,55.666666666666664,2024-10-31 15:30:26.773717,2024-10-31 16:50:10.472797,1,79.728318,100.0
F24,130,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,20.0,71.42857142857143,2024-10-03 15:30:33.078433,2024-10-03 16:44:53.971456,1,74.34821704999999,93.33333333333333
F24,130,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,22.0,73.33333333333333,2024-10-31 15:31:44.880294,2024-10-31 16:17:49.000369,1,46.06866791666666,100.0
F24,131,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,18.0,64.28571428571429,2024-10-03 15:30:24.363010,2024-10-03 16:50:32.766465,1,80.14005758333333,93.33333333333333
F24,131,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,21.4,71.33333333333333,2024-10-31 15:30:20.021596,2024-10-31 16:37:11.660083,1,66.86064145,100.0
F24,132,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.7,88.21428571428571,2024-10-03 15:30:42.446518,2024-10-03 17:39:28.276878,1,128.76383933333332,93.33333333333333
F24,132,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,25.0,83.33333333333334,2024-10-31 15:32:11.678883,2024-10-31 17:36:15.988329,1,124.0718241,100.0
F24,133,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,18.4,65.71428571428571,2024-10-03 15:30:52.808516,2024-10-03 16:49:15.201027,1,78.37320851666666,93.33333333333333
F24,133,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,17.0,56.666666666666664,2024-10-31 15:30:33.029211,2024-10-31 16:50:42.712118,1,80.16138178333334,100.0
F24,134,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.0,78.57142857142857,2024-10-03 15:30:34.715124,2024-10-03 16:38:43.580441,1,68.14775528333332,93.33333333333333
F24,135,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,26.0,92.85714285714286,2024-10-03 15:30:36.472744,2024-10-03 16:28:00.929998,1,57.4076209,93.33333333333333
F24,135,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,24.0,80.0,2024-10-31 15:30:19.806008,2024-10-31 16:22:31.876964,1,52.2011826,100.0
F24,136,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.9,81.78571428571428,2024-10-03 15:30:32.940606,2024-10-03 16:39:09.093835,1,68.60255381666666,93.33333333333333
F24,136,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,21.0,70.0,2024-10-31 15:30:23.205030,2024-10-31 16:44:29.232269,1,74.10045398333334,100.0
F24,137,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,14.695454545454545,52.48376623376624,2024-10-03 15:30:28.706797,2024-10-03 16:50:23.759368,1,79.91754285,93.33333333333333
F24,137,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,17.0,56.666666666666664,2024-10-31 15:30:24.851455,2024-10-31 16:48:03.045810,1,77.63657258333333,100.0
F24,138,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,23.0,76.66666666666667,2024-10-31 15:31:32.284905,2024-10-31 16:25:16.077594,1,53.72987815,100.0
F24,139,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,13.0,46.42857142857143,2024-10-03 15:33:52.437617,2024-10-03 16:55:04.290973,1,81.19755593333333,93.33333333333333
F24,139,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,18.0,60.0,2024-10-31 15:37:55.362381,2024-10-31 16:42:14.157846,1,64.31325775,100.0
F24,140,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,25.0,89.28571428571429,2024-10-03 15:30:35.663161,2024-10-03 17:37:18.452690,1,126.71315881666666,93.33333333333333
F24,140,mid2,Fall 2024,Fall 2024 Midterm 2,31,31,26.0,83.87096774193549,2024-10-31 15:31:43.295766,2024-10-31 17:35:52.429213,1,124.15222411666667,100.0
F24,141,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.0,78.57142857142857,2024-10-03 15:30:29.528364,2024-10-03 16:29:07.683669,1,58.63592175,93.33333333333333
F24,141,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,20.0,66.66666666666666,2024-10-31 15:30:17.019712,2024-10-31 16:26:34.464959,1,56.29075411666667,100.0
F24,142,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,13.0,46.42857142857143,2024-10-03 15:32:05.383447,2024-10-03 16:44:40.102227,1,72.57864633333334,93.33333333333333
F24,142,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,10.2,34.0,2024-10-31 15:30:50.833776,2024-10-31 16:48:27.176075,1,77.60570498333333,100.0
F24,143,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,26.0,92.85714285714286,2024-10-03 15:30:33.773963,2024-10-03 16:29:44.346014,1,59.17620085,93.33333333333333
F24,143,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,24.6,82.0,2024-10-31 15:30:16.959192,2024-10-31 16:14:10.458822,1,43.89166049999999,100.0
F24,144,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.875,81.69642857142857,2024-10-03 15:30:26.614484,2024-10-03 16:51:11.232343,1,80.74363098333333,93.33333333333333
F24,144,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,25.0,83.33333333333334,2024-10-31 15:30:13.030780,2024-10-31 16:23:02.112288,1,52.818025133333336,100.0
F24,145,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,21.336363636363636,76.2012987012987,2024-10-03 15:30:34.852421,2024-10-03 16:50:11.652591,1,79.61333616666667,93.33333333333333
F24,145,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,20.0,66.66666666666666,2024-10-31 15:30:16.828506,2024-10-31 16:26:35.836444,1,56.31679896666667,100.0
F24,146,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,23.0,82.14285714285714,2024-10-03 15:33:04.086711,2024-10-03 16:52:45.791311,1,79.69507666666667,93.33333333333333
F24,146,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,18.0,60.0,2024-10-31 15:33:47.711846,2024-10-31 16:54:06.947806,1,80.32059933333333,100.0
F24,149,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,25.0,89.28571428571429,2024-10-03 15:30:48.762839,2024-10-03 16:27:06.094003,1,56.288852733333336,93.33333333333333
F24,149,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,23.0,76.66666666666667,2024-10-31 15:30:27.877668,2024-10-31 16:22:52.898422,1,52.41701256666667,100.0
F24,150,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,25.0,89.28571428571429,2024-10-03 15:30:35.725144,2024-10-03 16:50:40.530263,1,80.08008531666665,93.33333333333333
F24,150,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,24.0,80.0,2024-10-31 15:30:20.364482,2024-10-31 16:18:37.245391,1,48.28134848333333,100.0
F24,151,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.9,88.92857142857142,2024-10-03 15:33:15.173851,2024-10-03 17:41:13.870278,1,127.97827378333334,93.33333333333333
F24,151,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,25.0,83.33333333333334,2024-10-31 15:39:55.674531,2024-10-31 17:47:37.068137,1,127.68989343333332,100.0
F24,152,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,22.7,81.07142857142857,2024-10-03 15:30:27.882553,2024-10-03 16:51:07.236627,1,80.65590123333332,93.33333333333333
F24,152,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,23.0,76.66666666666667,2024-10-31 15:30:16.446534,2024-10-31 16:46:48.484951,1,76.53397361666666,100.0
F25,1,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,15.0,51.724137931034484,2025-10-02 15:31:01.870980,2025-10-02 16:51:10.226628,1,80.1392608,96.66666666666667
F25,1,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,13.0,44.827586206896555,2025-10-30 15:30:40.078449,2025-10-30 16:21:58.337436,1,51.30431645,100.0
F25,2,mid1,Fall 2025,Fall 2025 Midterm 1,38,37,35.0,94.5945945945946,2025-10-01 20:00:15.282553,2025-10-02 16:29:13.414664,2,134.39379108333333,97.36842105263158
F25,2,mid2,Fall 2025,Fall 2025 Midterm 2,69,65,57.0,87.6923076923077,2025-10-29 20:00:17.827184,2025-10-30 16:40:59.842421,2,143.02715938333336,94.20289855072464
F25,3,mid1,Fall 2025,Fall 2025 Midterm 1,49,46,39.0,84.78260869565217,2025-10-01 20:00:11.270164,2025-10-02 16:36:37.916370,2,140.76232085,93.87755102040816
F25,3,mid2,Fall 2025,Fall 2025 Midterm 2,41,39,29.7,76.15384615384615,2025-10-29 20:00:14.980479,2025-10-30 16:51:03.930510,2,154.44534768333335,95.1219512195122
F25,4,mid1,Fall 2025,Fall 2025 Midterm 1,59,57,43.0,75.43859649122807,2025-10-01 20:00:13.525548,2025-10-02 16:49:45.189716,2,157.6764408,96.61016949152543
F25,4,mid2,Fall 2025,Fall 2025 Midterm 2,64,63,45.1,71.58730158730158,2025-10-29 20:00:17.189247,2025-10-30 16:48:07.064233,2,138.29731211666666,98.4375
F25,5,mid1,Fall 2025,Fall 2025 Midterm 1,76,73,70.0,95.8904109589041,2025-10-01 20:00:55.855308,2025-10-02 16:27:10.700902,2,136.61992726666668,96.05263157894737
F25,5,mid2,Fall 2025,Fall 2025 Midterm 2,40,40,32.9,82.25,2025-10-29 20:00:15.685563,2025-10-30 16:43:20.770995,2,153.02439483333333,100.0
F25,6,mid1,Fall 2025,Fall 2025 Midterm 1,48,47,39.025,83.03191489361701,2025-10-01 20:19:30.154098,2025-10-02 16:50:22.678280,2,149.58337866666665,97.91666666666667
F25,6,mid2,Fall 2025,Fall 2025 Midterm 2,40,40,30.0,75.0,2025-10-29 20:06:46.189730,2025-10-30 16:50:28.794823,2,154.593164,100.0
F25,7,mid1,Fall 2025,Fall 2025 Midterm 1,49,48,43.0,89.58333333333334,2025-10-01 20:52:44.807770,2025-10-02 16:52:44.793672,2,175.82106756666667,97.95918367346938
F25,7,mid2,Fall 2025,Fall 2025 Midterm 2,131,130,87.9,67.61538461538463,2025-10-29 20:25:50.869936,2025-10-30 16:39:12.277617,2,148.10065475,99.23664122137404
F25,8,mid1,Fall 2025,Fall 2025 Midterm 1,79,72,54.6,75.83333333333333,2025-10-01 20:00:45.587900,2025-10-02 16:50:47.341250,2,153.8660612,91.13924050632912
F25,8,mid2,Fall 2025,Fall 2025 Midterm 2,85,82,54.0,65.85365853658537,2025-10-29 20:01:19.504388,2025-10-30 16:47:21.786942,2,138.7008138,96.47058823529412
F25,9,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,13.0,44.827586206896555,2025-10-02 15:30:58.386004,2025-10-02 16:46:16.166737,1,75.29634555,96.66666666666667
F25,9,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,12.0,41.37931034482759,2025-10-30 15:30:27.119658,2025-10-30 16:33:26.324535,1,62.98674795,100.0
F25,10,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,22.0,75.86206896551724,2025-10-01 20:00:45.046095,2025-10-02 16:46:30.432971,2,156.18863688333334,96.66666666666667
F25,10,mid2,Fall 2025,Fall 2025 Midterm 2,86,84,77.5,92.26190476190477,2025-10-29 20:00:17.006158,2025-10-30 16:50:40.318784,2,159.49771896666664,97.67441860465117
F25,11,mid1,Fall 2025,Fall 2025 Midterm 1,47,46,33.8,73.47826086956522,2025-10-01 20:00:45.085753,2025-10-02 16:46:47.962541,2,138.91790675,97.87234042553192
F25,11,mid2,Fall 2025,Fall 2025 Midterm 2,75,69,50.6,73.33333333333334,2025-10-29 20:01:28.449283,2025-10-30 16:42:36.506422,2,151.16171795000002,92.0
F25,12,mid1,Fall 2025,Fall 2025 Midterm 1,60,59,56.2,95.2542372881356,2025-10-01 20:01:02.126268,2025-10-02 16:51:26.326859,2,155.83970196666667,98.33333333333333
F25,12,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,20.0,68.96551724137932,2025-10-29 20:00:25.684510,2025-10-30 16:51:07.003102,2,161.10127253333334,100.0
F25,13,mid1,Fall 2025,Fall 2025 Midterm 1,84,79,75.0,94.9367088607595,2025-10-01 20:09:41.309064,2025-10-02 15:31:09.179901,2,200.99674563333335,94.04761904761905
F25,13,mid2,Fall 2025,Fall 2025 Midterm 2,30,30,20.0,66.66666666666666,2025-10-29 23:30:52.765345,2025-10-30 16:45:46.530534,2,261.05339855,100.0
F25,14,mid1,Fall 2025,Fall 2025 Midterm 1,69,67,53.7,80.14925373134328,2025-10-01 20:03:57.745330,2025-10-02 16:47:09.657026,2,142.11918248333333,97.10144927536231
F25,14,mid2,Fall 2025,Fall 2025 Midterm 2,33,33,24.2,73.33333333333333,2025-10-29 20:06:03.345147,2025-10-30 16:45:27.998601,2,133.80273298333333,100.0
F25,15,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,24.0,82.75862068965517,2025-10-02 15:30:29.313838,2025-10-02 16:26:02.226155,1,55.54853861666666,96.66666666666667
F25,15,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,12.2,42.068965517241374,2025-10-30 15:30:26.945613,2025-10-30 16:10:53.704097,1,40.44597473333333,100.0
F25,16,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,25.0,86.20689655172413,2025-10-01 20:01:39.728853,2025-10-02 19:25:32.901424,2,145.79295150000002,96.66666666666667
F25,16,mid2,Fall 2025,Fall 2025 Midterm 2,34,32,32.0,100.0,2025-10-29 20:06:46.740911,2025-10-30 16:19:20.170957,2,123.67414255,94.11764705882354
F25,17,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,25.0,86.20689655172413,2025-10-01 20:01:10.719722,2025-10-02 16:33:33.601162,2,142.29859706666667,96.66666666666667
F25,17,mid2,Fall 2025,Fall 2025 Midterm 2,39,38,37.0,97.36842105263158,2025-10-29 20:00:15.696227,2025-10-30 16:34:25.847847,2,144.08183321666667,97.43589743589743
F25,19,mid1,Fall 2025,Fall 2025 Midterm 1,31,30,27.0,90.0,2025-10-01 20:01:02.446087,2025-10-02 16:29:12.441926,2,138.68604484999997,96.7741935483871
F25,19,mid2,Fall 2025,Fall 2025 Midterm 2,34,34,31.0,91.17647058823529,2025-10-29 20:00:15.323326,2025-10-30 16:48:07.407254,2,157.92577196666667,100.0
F25,20,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,12.0,41.37931034482759,2025-10-01 20:00:17.985782,2025-10-02 16:37:44.956791,2,142.26386673333332,96.66666666666667
F25,20,mid2,Fall 2025,Fall 2025 Midterm 2,65,64,45.0,70.3125,2025-10-29 20:00:12.284732,2025-10-30 16:27:15.301833,2,129.77928566666668,98.46153846153847
F25,21,mid1,Fall 2025,Fall 2025 Midterm 1,39,38,33.85,89.07894736842105,2025-10-01 20:04:33.081662,2025-10-02 16:51:57.041314,2,160.26917980000002,97.43589743589743
F25,21,mid2,Fall 2025,Fall 2025 Midterm 2,66,65,56.833333333333336,87.43589743589743,2025-10-29 20:00:16.838640,2025-10-30 16:48:21.245896,2,158.12374636666667,98.48484848484848
F25,22,mid1,Fall 2025,Fall 2025 Midterm 1,36,35,32.0,91.42857142857143,2025-10-01 20:00:43.192555,2025-10-02 16:45:46.679881,2,151.1055164666667,97.22222222222223
F25,22,mid2,Fall 2025,Fall 2025 Midterm 2,33,33,32.0,96.96969696969697,2025-10-29 20:01:45.723338,2025-10-30 16:47:01.982946,2,157.05962913333332,100.0
F25,23,mid1,Fall 2025,Fall 2025 Midterm 1,32,31,19.0,61.29032258064516,2025-10-01 20:01:20.324789,2025-10-02 16:50:50.285704,2,160.09939513333333,96.875
F25,23,mid2,Fall 2025,Fall 2025 Midterm 2,65,64,45.0,70.3125,2025-10-29 20:01:02.834167,2025-10-30 16:50:01.513411,2,159.3362349,98.46153846153847
F25,24,mid1,Fall 2025,Fall 2025 Midterm 1,73,71,67.0,94.36619718309859,2025-10-01 20:03:33.749986,2025-10-02 16:40:37.251788,2,135.80579311666668,97.26027397260275
F25,24,mid2,Fall 2025,Fall 2025 Midterm 2,35,34,30.8,90.58823529411765,2025-10-29 20:00:16.859404,2025-10-30 16:49:25.504011,2,157.49345731666668,97.14285714285714
F25,25,mid1,Fall 2025,Fall 2025 Midterm 1,35,34,22.0,64.70588235294117,2025-10-01 20:00:59.208220,2025-10-02 16:37:12.668722,2,146.8692228,97.14285714285714
F25,25,mid2,Fall 2025,Fall 2025 Midterm 2,65,64,50.2,78.4375,2025-10-29 20:00:17.480006,2025-10-30 16:43:32.135229,2,152.74817348333335,98.46153846153847
F25,26,mid1,Fall 2025,Fall 2025 Midterm 1,129,123,104.0,84.5528455284553,2025-10-01 20:00:24.698877,2025-10-02 16:49:08.326184,2,150.73739151666666,95.34883720930233
F25,26,mid2,Fall 2025,Fall 2025 Midterm 2,182,174,114.0,65.51724137931035,2025-10-29 20:00:16.334033,2025-10-30 16:51:04.345557,2,155.06889488333331,95.6043956043956
F25,27,mid1,Fall 2025,Fall 2025 Midterm 1,66,65,55.2,84.92307692307692,2025-10-01 20:02:52.058463,2025-10-02 16:37:17.713229,2,143.9094531,98.48484848484848
F25,27,mid2,Fall 2025,Fall 2025 Midterm 2,71,69,55.1,79.85507246376812,2025-10-29 20:03:32.455142,2025-10-30 16:22:56.622070,2,130.35145345,97.1830985915493
F25,28,mid1,Fall 2025,Fall 2025 Midterm 1,60,59,44.6,75.59322033898306,2025-10-01 20:00:18.076703,2025-10-02 16:05:58.600723,2,95.22579091666665,98.33333333333333
F25,28,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,23.0,79.3103448275862,2025-10-29 20:00:20.303052,2025-10-30 16:37:30.035947,2,140.89259896666667,100.0
F25,29,mid1,Fall 2025,Fall 2025 Midterm 1,66,65,42.0,64.61538461538461,2025-10-01 20:01:01.057851,2025-10-02 16:53:06.149288,2,140.19609150000002,98.48484848484848
F25,29,mid2,Fall 2025,Fall 2025 Midterm 2,41,40,19.6,49.00000000000001,2025-10-29 20:02:00.112394,2025-10-30 16:51:36.730728,2,160.25436885,97.5609756097561
F25,30,mid1,Fall 2025,Fall 2025 Midterm 1,80,79,70.0,88.60759493670885,2025-10-01 20:00:21.726122,2025-10-02 16:50:57.546932,2,112.91957511666666,98.75
F25,30,mid2,Fall 2025,Fall 2025 Midterm 2,70,69,53.0,76.81159420289855,2025-10-29 20:00:13.815315,2025-10-30 16:50:47.674388,2,116.06889129999999,98.57142857142857
F25,31,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,23.8,82.06896551724138,2025-10-01 17:50:10.038999,2025-10-01 19:48:47.677008,1,118.62730015000001,96.66666666666667
F25,31,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,19.0,65.51724137931035,2025-10-29 17:39:16.439612,2025-10-29 19:35:53.975637,1,116.62560041666667,100.0
F25,32,mid1,Fall 2025,Fall 2025 Midterm 1,39,38,33.25,87.5,2025-10-01 20:01:05.437013,2025-10-02 16:22:47.987167,2,131.7391206,97.43589743589743
F25,32,mid2,Fall 2025,Fall 2025 Midterm 2,40,38,36.5,96.05263157894737,2025-10-29 20:00:16.996377,2025-10-30 16:22:54.710443,2,122.09108245,95.0
F25,33,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,18.0,62.06896551724138,2025-10-02 15:30:41.993804,2025-10-02 16:36:40.177182,1,65.96972296666667,96.66666666666667
F25,33,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,20.3,70.0,2025-10-30 15:30:24.824443,2025-10-30 16:43:28.281204,1,73.05761268333335,100.0
F25,34,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,28.0,96.55172413793103,2025-10-02 15:30:54.447417,2025-10-02 16:48:09.726550,1,77.25465221666667,96.66666666666667
F25,34,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,25.0,86.20689655172413,2025-10-30 15:30:31.793370,2025-10-30 16:50:17.318407,1,79.75875061666667,100.0
F25,35,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,23.2,80.0,2025-10-02 15:30:27.857977,2025-10-02 16:47:26.092357,1,76.970573,96.66666666666667
F25,35,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,19.6,67.58620689655173,2025-10-30 15:30:23.640326,2025-10-30 16:35:08.907764,1,64.7544573,100.0
F25,36,mid1,Fall 2025,Fall 2025 Midterm 1,60,59,57.0,96.61016949152543,2025-10-01 20:00:21.600823,2025-10-02 16:50:36.152863,2,160.83854238333333,98.33333333333333
F25,36,mid2,Fall 2025,Fall 2025 Midterm 2,71,69,57.6,83.47826086956522,2025-10-29 20:00:51.051372,2025-10-30 16:51:22.240327,2,160.76663153333334,97.1830985915493
F25,37,mid1,Fall 2025,Fall 2025 Midterm 1,30,29,24.0,82.75862068965517,2025-10-02 02:00:49.298925,2025-10-02 16:59:28.610271,2,196.19684033333334,96.66666666666667
F25,37,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,22.5,77.58620689655173,2025-10-29 21:49:05.981073,2025-10-30 16:58:51.767462,2,205.29245326666668,100.0
F25,38,mid1,Fall 2025,Fall 2025 Midterm 1,56,55,47.0,85.45454545454545,2025-10-01 20:00:46.307608,2025-10-02 16:47:26.469983,2,138.57736749999998,98.21428571428571
F25,38,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,17.6,60.6896551724138,2025-10-29 20:00:17.248409,2025-10-30 16:50:46.030598,2,143.12362645,100.0
F25,39,mid1,Fall 2025,Fall 2025 Midterm 1,51,50,36.0,72.0,2025-10-01 20:01:44.961854,2025-10-02 16:28:38.461315,2,139.54712663333333,98.03921568627452
F25,39,mid2,Fall 2025,Fall 2025 Midterm 2,51,50,34.1,68.2,2025-10-29 20:00:45.857444,2025-10-30 16:15:57.062526,2,125.34094681666667,98.03921568627452
F25,40,mid1,Fall 2025,Fall 2025 Midterm 1,40,39,26.0,66.66666666666666,2025-10-01 20:00:17.619131,2025-10-02 16:49:53.952212,2,151.08571308333333,97.5
F25,40,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,23.0,79.3103448275862,2025-10-29 20:00:26.059384,2025-10-30 16:49:16.961331,2,153.56478523333334,100.0
F25,41,mid1,Fall 2025,Fall 2025 Midterm 1,40,37,36.0,97.2972972972973,2025-10-01 20:01:28.819893,2025-10-02 16:48:09.307210,2,157.20662438333332,92.5
F25,41,mid2,Fall 2025,Fall 2025 Midterm 2,78,74,60.9,82.2972972972973,2025-10-29 20:00:52.811162,2025-10-30 16:51:00.426822,2,160.71908398333335,94.87179487179488
F25,42,mid1,Fall 2025,Fall 2025 Midterm 1,44,43,32.0,74.4186046511628,2025-10-01 20:02:49.309323,2025-10-02 16:47:31.625771,2,157.06508208333332,97.72727272727273
F25,42,mid2,Fall 2025,Fall 2025 Midterm 2,42,42,29.2,69.52380952380952,2025-10-29 20:00:25.988815,2025-10-30 16:47:39.205492,2,157.09639226666667,100.0
F25,43,mid1,Fall 2025,Fall 2025 Midterm 1,52,51,45.0,88.23529411764706,2025-10-01 20:01:29.548355,2025-10-02 16:45:16.181123,2,126.32092801666667,98.07692307692308
F25,43,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,21.0,72.41379310344827,2025-10-29 20:00:20.515345,2025-10-30 16:41:58.669806,2,134.06292998333333,100.0
F25,44,mid1,Fall 2025,Fall 2025 Midterm 1,32,30,25.0,83.33333333333334,2025-10-01 20:08:05.586193,2025-10-02 16:30:21.170954,2,152.27563585,93.75
F25,44,mid2,Fall 2025,Fall 2025 Midterm 2,29,29,19.9,68.62068965517241,2025-10-29 20:01:08.408313,2025-10-30 16:51:05.459534,2,168.21650031666667,100.0
