semester_raw,anon_student_id,midterm,semester,normalized_midterm_name,n_items_observed,n_items_scored,score_points,score_pct,exam_start,exam_end,n_sessions,total_exam_minutes,coverage_pct
F23,94,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.036363636363635,72.53918495297805,2023-10-05 16:11:27.961738,2023-10-05 18:02:11.802494,1,110.73067926666666,93.54838709677419
F23,94,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-03 02:08:52.858598,2023-11-03 03:58:56.464743,1,110.06010241666667,90.9090909090909
F23,95,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,25.90909090909091,89.34169278996865,2023-10-05 15:31:36.208382,2023-10-05 16:01:14.672647,1,29.641071083333333,93.54838709677419
F23,95,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:30:21.393479,2023-11-02 16:26:32.610047,1,56.1869428,90.9090909090909
F23,96,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,19.154545454545456,66.05015673981191,2023-10-05 15:31:53.471340,2023-10-05 16:52:07.278940,1,80.23012666666666,93.54838709677419
F23,96,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.0,63.33333333333333,2023-11-02 15:30:57.932853,2023-11-02 16:51:15.177684,1,80.28741385,90.9090909090909
F23,98,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,11.318181818181818,39.0282131661442,2023-10-05 15:31:47.785791,2023-10-05 16:52:23.301058,1,80.59192111666667,93.54838709677419
F23,98,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,11.6,38.666666666666664,2023-11-02 15:31:16.187188,2023-11-02 16:51:50.745865,1,80.57597795,90.9090909090909
F23,99,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,23.8,82.06896551724138,2023-10-05 15:32:06.324924,2023-10-05 16:47:47.914149,1,75.69315375,93.54838709677419
F23,99,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-01 13:41:03.355860,2023-11-01 14:59:05.751130,1,78.03992116666667,90.9090909090909
F23,100,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,17.0,58.620689655172406,2023-10-05 15:31:52.733348,2023-10-05 16:51:43.084459,1,79.83918518333333,93.54838709677419
F23,100,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,16.0,53.333333333333336,2023-11-02 15:30:34.028260,2023-11-02 16:50:24.838470,1,79.84683683333333,90.9090909090909
F23,101,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,15.145454545454545,52.225705329153605,2023-10-05 15:32:11.074782,2023-10-05 16:48:49.706297,1,76.64385858333334,93.54838709677419
F23,101,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,20.1,67.0,2023-11-02 15:30:32.015660,2023-11-02 16:49:32.327473,1,79.00519688333334,90.9090909090909
F23,102,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.81818181818182,71.78683385579939,2023-10-05 15:31:56.955618,2023-10-05 16:44:19.551302,1,72.37659473333333,93.54838709677419
F23,102,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.75,65.83333333333333,2023-11-02 15:38:45.220954,2023-11-02 16:56:26.364595,1,77.68572735,90.9090909090909
F23,103,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.0,82.75862068965517,2023-10-05 15:32:31.306190,2023-10-05 16:52:28.252452,1,79.94910436666667,93.54838709677419
F23,103,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.25,74.16666666666667,2023-11-02 15:35:08.097241,2023-11-02 16:55:48.885519,1,80.67980463333333,90.9090909090909
F23,104,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,18.40909090909091,63.479623824451416,2023-10-05 15:32:57.854774,2023-10-05 16:53:20.121901,1,80.37111878333333,93.54838709677419
F23,104,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,18.35,61.16666666666667,2023-11-02 15:31:00.558930,2023-11-02 16:51:25.749027,1,80.41983495,90.9090909090909
F23,105,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,15.0,51.724137931034484,2023-10-05 15:32:26.734765,2023-10-05 16:51:44.230791,1,79.29160043333333,93.54838709677419
F23,105,mid2,Fall 2023,Fall 2023 Midterm 2,31,28,16.0,57.14285714285714,2023-11-02 15:45:50.454340,2023-11-02 16:39:56.488868,1,54.10057546666667,90.3225806451613
F23,106,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,26.0,89.65517241379311,2023-10-05 15:32:12.732720,2023-10-05 16:25:14.997733,1,53.03775021666667,93.54838709677419
F23,106,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:30:35.633354,2023-11-02 16:27:19.593638,1,56.732671399999994,90.9090909090909
F23,107,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.911363636363635,75.5564263322884,2023-10-05 15:31:36.868272,2023-10-05 16:51:55.877653,1,80.31682301666666,93.54838709677419
F23,107,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,18.75,62.5,2023-11-02 15:30:28.319010,2023-11-02 16:48:51.470951,1,78.38586568333334,90.9090909090909
F23,108,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,13.0,44.827586206896555,2023-10-05 15:31:37.712584,2023-10-05 16:47:57.415823,1,76.32838731666668,93.54838709677419
F23,108,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,15.0,50.0,2023-11-02 15:30:43.834440,2023-11-02 16:51:21.171341,1,80.62228168333333,90.9090909090909
F23,109,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.0,68.96551724137932,2023-10-05 15:31:40.838147,2023-10-05 16:51:40.094576,1,79.98760715,93.54838709677419
F23,109,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-02 15:30:42.492256,2023-11-02 16:50:45.623150,1,80.05218156666666,90.9090909090909
F23,110,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,4.0,13.793103448275861,2023-10-05 15:32:03.177692,2023-10-05 16:52:10.053025,1,80.11458888333333,93.54838709677419
F23,110,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,6.0,20.0,2023-11-02 15:39:04.095857,2023-11-02 16:43:01.765810,1,63.96116588333334,90.9090909090909
F23,111,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,19.0,65.51724137931035,2023-10-05 15:34:26.768197,2023-10-05 16:54:01.420030,1,79.57753054999999,93.54838709677419
F23,111,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.9,76.33333333333333,2023-11-02 15:35:24.681310,2023-11-02 16:54:59.992538,1,79.58852046666667,90.9090909090909
F23,112,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,25.0,86.20689655172413,2023-10-05 15:31:30.224720,2023-10-05 16:41:37.993306,1,70.12947643333334,93.54838709677419
F23,112,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:30:45.888555,2023-11-02 16:40:27.905008,1,69.70027421666667,90.9090909090909
F23,113,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,17.545454545454547,60.50156739811913,2023-10-05 15:31:38.054837,2023-10-05 16:41:28.099044,1,69.83407011666667,93.54838709677419
F23,113,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.0,63.33333333333333,2023-11-02 15:30:50.748536,2023-11-02 16:19:23.366216,1,48.543628,90.9090909090909
F23,114,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,25.0,86.20689655172413,2023-10-05 15:31:51.957176,2023-10-05 16:49:52.337578,1,78.00634003333333,93.54838709677419
F23,114,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-02 15:30:55.567091,2023-11-02 16:50:18.123709,1,79.37594363333332,90.9090909090909
F23,115,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.69090909090909,74.79623824451411,2023-10-05 15:31:52.314211,2023-10-05 16:49:24.969425,1,77.54425356666667,93.54838709677419
F23,115,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,18.8,62.66666666666667,2023-11-06 20:59:38.490691,2023-11-06 22:12:15.282788,1,72.61320161666666,90.9090909090909
F23,116,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,25.7,88.62068965517241,2023-10-05 15:31:51.739293,2023-10-05 16:52:12.198912,1,80.34099365,93.54838709677419
F23,116,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:30:34.243242,2023-11-02 16:48:43.246969,1,78.15006211666667,90.9090909090909
F23,117,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.90909090909091,72.10031347962382,2023-10-05 15:44:05.849037,2023-10-05 17:28:28.613681,1,104.37941073333333,93.54838709677419
F23,117,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-02 15:33:57.249720,2023-11-02 17:02:54.302186,1,88.95087443333334,90.9090909090909
F23,118,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.0,72.41379310344827,2023-10-05 15:34:09.759203,2023-10-05 16:52:07.866748,1,77.96845908333333,93.54838709677419
F23,118,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,18.75,62.5,2023-11-02 15:31:18.900971,2023-11-02 16:48:20.950311,1,77.03415566666666,90.9090909090909
F23,119,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.69318181818182,85.14890282131663,2023-10-05 15:31:53.027847,2023-10-05 16:38:57.165379,1,67.06895886666668,93.54838709677419
F23,119,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.0,73.33333333333333,2023-11-03 01:54:22.921385,2023-11-03 03:14:33.418907,1,80.17495869999999,90.9090909090909
F23,121,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.90909090909091,85.8934169278997,2023-10-05 15:31:36.432317,2023-10-05 16:38:15.615375,1,66.65305096666667,93.54838709677419
F23,121,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:31:40.346780,2023-11-02 16:43:21.514593,1,71.68613021666667,90.9090909090909
F23,122,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,26.0,89.65517241379311,2023-10-05 15:31:52.980433,2023-10-05 16:50:59.723430,1,79.11238328333334,93.54838709677419
F23,122,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,25.0,83.33333333333334,2023-11-02 15:30:59.426456,2023-11-02 16:44:33.244567,1,73.56363518333333,90.9090909090909
F23,123,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.7,74.82758620689654,2023-10-05 15:31:40.638993,2023-10-05 16:20:30.176299,1,48.82562176666667,93.54838709677419
F23,123,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.0,70.0,2023-11-02 15:30:33.940154,2023-11-02 16:39:22.238170,1,68.80496693333333,90.9090909090909
F23,124,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,18.509090909090908,63.8244514106583,2023-10-05 15:31:50.765838,2023-10-05 16:52:06.517975,1,80.26253561666667,93.54838709677419
F23,124,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.6,65.33333333333334,2023-11-02 15:30:36.208676,2023-11-02 16:50:59.243790,1,80.38391856666667,90.9090909090909
F23,126,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,19.520454545454545,67.31191222570533,2023-10-05 15:33:53.338553,2023-10-05 16:53:46.284216,1,79.88242771666667,93.54838709677419
F23,126,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,16.5,55.00000000000001,2023-11-02 15:30:53.874589,2023-11-02 16:49:58.647613,1,79.0795504,90.9090909090909
F23,127,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,19.027272727272727,65.61128526645767,2023-10-05 15:31:38.265339,2023-10-05 16:51:52.688538,1,80.24038664999999,93.54838709677419
F23,127,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,23.25,77.5,2023-11-02 15:31:00.648606,2023-11-02 16:51:24.544091,1,80.39825808333333,90.9090909090909
F23,128,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,8.0,27.586206896551722,2023-10-05 15:31:45.281471,2023-10-05 16:52:04.357489,1,80.31793363333333,93.54838709677419
F23,128,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,10.0,33.33333333333333,2023-11-02 15:30:50.460873,2023-11-02 16:52:27.787155,1,81.6221047,90.9090909090909
F23,129,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,6.463636363636364,22.288401253918497,2023-10-05 15:31:50.506585,2023-10-05 16:52:10.549897,1,80.3340552,93.54838709677419
F23,129,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,11.1,37.0,2023-11-02 15:30:54.067729,2023-11-02 16:50:40.192709,1,79.76874966666666,90.9090909090909
F23,130,mid1,Fall 2023,Fall 2023 Midterm 1,29,27,18.336363636363636,67.91245791245791,2023-10-09 13:53:26.654065,2023-10-09 15:14:02.260420,1,80.59343925,93.10344827586206
F23,131,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.0,82.75862068965517,2023-10-05 15:31:43.436824,2023-10-05 16:32:25.260376,1,60.6970592,93.54838709677419
F23,131,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,23.75,79.16666666666666,2023-11-02 15:34:58.217696,2023-11-02 16:45:13.043460,1,70.24709606666667,90.9090909090909
F23,132,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,17.4,60.0,2023-10-05 15:33:11.496693,2023-10-05 16:43:35.657644,1,70.40268251666666,93.54838709677419
F23,132,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,11.0,36.666666666666664,2023-11-02 15:30:43.330878,2023-11-02 16:36:34.704163,1,65.85622141666667,90.9090909090909
F23,133,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,21.62727272727273,74.57680250783699,2023-10-05 15:31:39.788734,2023-10-05 16:51:56.082915,1,80.27156968333334,93.54838709677419
F23,133,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,22.5,75.0,2023-11-02 15:30:53.427527,2023-11-02 16:51:07.573250,1,80.23576204999999,90.9090909090909
F23,134,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,15.5,53.44827586206896,2023-10-05 15:33:03.472644,2023-10-05 17:33:26.548569,1,120.38459875,93.54838709677419
F23,134,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.0,70.0,2023-11-02 15:30:29.731907,2023-11-02 17:30:51.334157,1,120.3600375,90.9090909090909
F23,135,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,11.236363636363636,38.7460815047022,2023-10-05 15:32:11.110547,2023-10-05 16:52:24.924127,1,80.23022633333333,93.54838709677419
F23,135,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,11.1,37.0,2023-11-02 15:30:51.653206,2023-11-02 16:51:12.185427,1,80.34220368333334,90.9090909090909
F23,136,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,26.0,89.65517241379311,2023-10-05 15:31:30.777261,2023-10-05 16:36:20.536278,1,64.82931694999999,93.54838709677419
F23,136,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.0,70.0,2023-11-02 15:30:33.944585,2023-11-02 16:37:49.778272,1,67.26389478333333,90.9090909090909
F23,137,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,18.2,62.75862068965517,2023-10-05 15:31:46.573501,2023-10-05 16:45:16.532413,1,73.4993152,93.54838709677419
F23,137,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,16.0,53.333333333333336,2023-11-02 15:30:50.256731,2023-11-02 16:45:14.797129,1,74.40900663333333,90.9090909090909
F23,138,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,23.0,79.3103448275862,2023-10-05 15:32:38.444060,2023-10-05 16:53:00.751598,1,80.3717923,93.54838709677419
F23,138,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.0,63.33333333333333,2023-11-02 15:31:04.966869,2023-11-02 16:33:22.055652,1,62.284813050000004,90.9090909090909
F23,140,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,18.418181818181818,63.510971786833856,2023-10-05 15:35:39.216362,2023-10-05 17:56:09.126338,1,140.4984996,93.54838709677419
F23,140,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,16.6,55.333333333333336,2023-11-02 15:53:08.805734,2023-11-02 18:31:27.630188,1,158.3137409,90.9090909090909
F23,141,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,18.4,63.44827586206896,2023-10-05 15:31:51.694645,2023-10-05 16:52:13.314479,1,80.36033056666666,93.54838709677419
F23,141,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,16.5,55.00000000000001,2023-11-05 16:30:19.853992,2023-11-05 17:50:32.655876,1,80.21336473333334,90.9090909090909
F23,142,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.0,68.96551724137932,2023-10-05 15:32:17.894685,2023-10-05 16:52:56.562659,1,80.64446623333333,93.54838709677419
F23,142,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.0,63.33333333333333,2023-11-02 15:44:37.928844,2023-11-02 16:53:14.328525,1,68.60666135,90.9090909090909
F23,143,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,14.0,48.275862068965516,2023-10-05 15:32:49.250106,2023-10-05 16:53:06.954189,1,80.29506805,93.54838709677419
F23,143,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.0,70.0,2023-11-02 15:31:25.238771,2023-11-02 16:47:31.021381,1,76.09637683333334,90.9090909090909
F23,144,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.0,82.75862068965517,2023-10-05 15:32:55.879508,2023-10-05 16:53:04.379518,1,80.14166683333333,93.54838709677419
F23,144,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.0,70.0,2023-11-02 15:31:07.384653,2023-11-02 16:51:47.971411,1,80.67644596666668,90.9090909090909
F23,145,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,7.0,24.137931034482758,2023-10-05 15:32:01.010729,2023-10-05 16:46:14.103318,1,74.21820981666666,93.54838709677419
F23,145,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,12.0,40.0,2023-11-02 15:31:04.143121,2023-11-02 16:51:25.253732,1,80.35184351666666,90.9090909090909
F23,146,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,23.0,79.3103448275862,2023-10-05 15:31:45.533187,2023-10-05 16:28:32.876603,1,56.789056933333335,93.54838709677419
F23,146,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,24.0,80.0,2023-11-02 15:37:21.141130,2023-11-02 16:42:01.368000,1,64.67044783333333,90.9090909090909
F23,147,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,25.0,86.20689655172413,2023-10-05 15:31:35.958826,2023-10-05 16:01:26.122045,1,29.83605365,93.54838709677419
F23,147,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,23.0,76.66666666666667,2023-11-02 15:31:44.233377,2023-11-02 16:20:57.910526,1,49.22795248333333,90.9090909090909
F23,148,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,24.0,82.75862068965517,2023-10-05 15:31:36.499943,2023-10-05 16:16:29.524263,1,44.883738666666666,93.54838709677419
F23,148,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.75,65.83333333333333,2023-11-02 15:30:53.934252,2023-11-02 16:35:05.582978,1,64.19414543333333,90.9090909090909
F23,149,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,19.6,67.58620689655173,2023-10-05 15:31:56.466661,2023-10-05 16:52:08.986774,1,80.20866855,93.54838709677419
F23,149,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,20.75,69.16666666666667,2023-11-02 15:30:46.953873,2023-11-02 16:50:14.470215,1,79.45860569999999,90.9090909090909
F23,150,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.763636363636365,71.5987460815047,2023-10-05 15:31:48.822392,2023-10-05 16:52:08.617028,1,80.32991059999999,93.54838709677419
F23,150,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,21.75,72.5,2023-11-02 15:30:50.269428,2023-11-02 16:51:06.943409,1,80.27789968333333,90.9090909090909
F23,151,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,14.8,51.03448275862069,2023-10-05 15:31:51.377673,2023-10-05 16:52:24.564865,1,80.55311986666668,93.54838709677419
F23,152,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,14.709090909090909,50.72100313479624,2023-10-05 15:31:36.514649,2023-10-05 16:51:54.336690,1,80.29703401666667,93.54838709677419
F23,152,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,19.0,63.33333333333333,2023-11-02 15:30:43.083577,2023-11-02 16:51:04.351161,1,80.35445973333334,90.9090909090909
F23,153,mid1,Fall 2023,Fall 2023 Midterm 1,31,29,20.836363636363636,71.84952978056425,2023-10-05 15:31:37.078708,2023-10-05 16:51:59.023640,1,80.36574886666668,93.54838709677419
F23,153,mid2,Fall 2023,Fall 2023 Midterm 2,33,30,23.0,76.66666666666667,2023-11-02 15:30:29.773154,2023-11-02 16:49:53.588704,1,79.39692583333334,90.9090909090909
F24,1,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,24.0,85.71428571428571,2024-10-02 20:06:59.238808,2024-10-02 21:13:34.866760,1,66.59379919999999,93.33333333333333
F24,1,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,19.0,63.33333333333333,2024-10-30 20:00:55.909066,2024-10-30 21:02:32.321537,1,61.60687451666667,100.0
F24,2,mid1,Fall 2024,Fall 2024 Midterm 1,64,62,50.6,81.61290322580645,2024-10-02 20:06:43.918134,2024-10-03 16:51:30.172585,2,157.19501806666665,96.875
F24,2,mid2,Fall 2024,Fall 2024 Midterm 2,84,83,57.4,69.1566265060241,2024-10-30 20:00:34.827164,2024-10-31 16:48:46.896733,2,154.77705806666665,98.80952380952381
F24,3,mid1,Fall 2024,Fall 2024 Midterm 1,81,74,63.9,86.35135135135134,2024-10-02 20:06:59.163230,2024-10-03 16:47:13.024592,2,130.09669365,91.35802469135803
F24,3,mid2,Fall 2024,Fall 2024 Midterm 2,67,66,51.0,77.27272727272727,2024-10-30 20:00:31.243173,2024-10-31 16:49:22.126115,2,122.62195093333334,98.50746268656717
F24,4,mid1,Fall 2024,Fall 2024 Midterm 1,31,29,21.5,74.13793103448276,2024-10-02 20:07:02.387605,2024-10-03 17:13:33.480537,2,164.90258328333334,93.54838709677419
F24,4,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,24.0,80.0,2024-10-30 20:01:09.268923,2024-10-31 16:45:32.288858,2,134.78033896666668,100.0
F24,5,mid1,Fall 2024,Fall 2024 Midterm 1,129,126,95.3,75.63492063492063,2024-10-02 20:06:59.915620,2024-10-03 16:50:57.331954,2,142.83048545,97.67441860465117
F24,5,mid2,Fall 2024,Fall 2024 Midterm 2,41,41,30.0,73.17073170731707,2024-10-30 20:01:32.992776,2024-10-31 16:51:09.802419,2,135.19679551666667,100.0
F24,6,mid1,Fall 2024,Fall 2024 Midterm 1,116,114,75.0,65.78947368421053,2024-10-02 20:06:21.430366,2024-10-03 16:37:07.329480,2,147.68502561666668,98.27586206896552
F24,6,mid2,Fall 2024,Fall 2024 Midterm 2,74,72,56.9,79.02777777777777,2024-10-30 20:00:58.974995,2024-10-31 16:34:03.972862,2,145.16579891666666,97.29729729729729
F24,7,mid1,Fall 2024,Fall 2024 Midterm 1,42,40,36.0,90.0,2024-10-02 20:06:46.935627,2024-10-03 16:47:14.097407,2,140.80101391666668,95.23809523809524
F24,7,mid2,Fall 2024,Fall 2024 Midterm 2,32,32,22.0,68.75,2024-10-30 20:01:30.364817,2024-10-31 16:44:34.197745,2,134.89306993333332,100.0
F24,8,mid1,Fall 2024,Fall 2024 Midterm 1,51,48,37.0,77.08333333333334,2024-10-02 20:06:40.024414,2024-10-03 17:17:16.297227,2,187.24995333333334,94.11764705882354
F24,8,mid2,Fall 2024,Fall 2024 Midterm 2,75,74,60.0,81.08108108108108,2024-10-30 20:01:19.313054,2024-10-31 17:08:10.024791,2,172.61603618333334,98.66666666666667
F24,9,mid1,Fall 2024,Fall 2024 Midterm 1,63,61,57.0,93.44262295081968,2024-10-02 20:06:11.108721,2024-10-03 16:43:50.960544,2,153.29301775,96.82539682539682
F24,9,mid2,Fall 2024,Fall 2024 Midterm 2,66,65,55.0,84.61538461538461,2024-10-30 20:01:24.013778,2024-10-31 16:50:22.919354,2,153.06302845,98.48484848484848
F24,10,mid1,Fall 2024,Fall 2024 Midterm 1,86,83,66.73333333333333,80.40160642570281,2024-10-02 17:18:16.703718,2024-10-03 16:36:40.924637,3,144.64180593333333,96.51162790697674
F24,10,mid2,Fall 2024,Fall 2024 Midterm 2,66,65,55.7,85.69230769230771,2024-10-30 20:00:18.198763,2024-10-31 16:40:13.865006,2,138.49782563333332,98.48484848484848
F24,11,mid1,Fall 2024,Fall 2024 Midterm 1,30,28,17.0,60.71428571428571,2024-10-02 20:06:35.572182,2024-10-02 21:26:45.637815,1,80.16776055,93.33333333333333
F24,11,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,19.0,63.33333333333333,2024-10-30 20:03:02.480687,2024-10-30 21:20:35.621357,1,77.55234449999999,100.0
F24,12,mid1,Fall 2024,Fall 2024 Midterm 1,32,30,24.0,80.0,2024-10-02 20:06:23.136668,2024-10-03 16:45:22.412907,2,155.00215655,93.75
F24,12,mid2,Fall 2024,Fall 2024 Midterm 2,67,66,54.0,81.81818181818183,2024-10-30 20:05:38.842055,2024-10-31 16:27:41.227621,2,136.66328051666667,98.50746268656717
F24,13,mid1,Fall 2024,Fall 2024 Midterm 1,104,95,67.0,70.52631578947368,2024-10-02 20:06:41.344934,2024-10-03 17:05:11.792171,2,176.44883803333332,91.34615384615384
F24,13,mid2,Fall 2024,Fall 2024 Midterm 2,39,39,22.0,56.41025641025641,2024-10-30 20:02:49.556797,2024-10-31 16:46:08.665769,2,157.45024080000002,100.0
F24,14,mid1,Fall 2024,Fall 2024 Midterm 1,66,64,50.925,79.5703125,2024-10-02 20:06:43.604067,2024-10-03 16:51:51.263711,2,160.37391574999998,96.96969696969697
F24,14,mid2,Fall 2024,Fall 2024 Midterm 2,30,30,25.0,83.33333333333334,2024-10-30 20:01:10.260721,2024-10-31 16:48:24.471555,2,141.06734445,100.0
F24,15,mid1,Fall 2024,Fall 2024 Midterm 1,66,64,53.0,82.8125,2024-10-02 20:07:03.896099,2024-10-03 16:50:42.802331,2,160.27959956666666,96.96969696969697
F24,15,mid2,Fall 2024,Fall 2024 Midterm 2,97,96,61.0,63.541666666666664,2024-10-31 15:32:33.241443,2024-11-04 04:54:28.554863,2,196.45288385,98.96907216494846
F24,16,mid1,Fall 2024,Fall 2024 Midterm 1,108,105,92.875,88.45238095238095,2024-10-02 20:06:29.829516,2024-10-03 16:50:43.148750,2,162.19542553333332,97.22222222222223
F24,16,mid2,Fall 2024,Fall 2024 Midterm 2,77,76,66.0,86.8421052631579,2024-10-30 20:00:33.477543,2024-10-31 16:45:25.278364,2,149.34093805,98.7012987012987
F24,17,mid1,Fall 2024,Fall 2024 Midterm 1,69,67,62.6,93.43283582089552,2024-10-02 20:06:39.520467,2024-10-03 16:48:59.789986,2,158.41236583333335,97.10144927536231
F24,17,mid2,Fall 2024,Fall 2024 Midterm 2,71,70,59.0,84.28571428571429,2024-10-30 20:02:24.644596,2024-10-31 16:32:41.507194,2,142.44957591666667,98.59154929577464
F24,18,mid1,Fall 2024,Fall 2024 Midterm 1,72,69,63.9,92.6086956521739,2024-10-02 20:06:35.139402,2024-10-03 16:48:24.757394,2,154.31509238333334,95.83333333333333
F24,18,mid2,Fall 2024,Fall 2024 Midterm 2,38,37,27.0,72.97297297297297,2024-10-30 20:01:30.699572,2024-10-31 16:50:23.518295,2,138.11222373333334,97.36842105263158
